"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"1807","Tuna, Tuna and bonito","Spain",2317.82999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,13,0,0,0,0,0,0,95,154,0,0,0,0,2045.73999999999,0.09
"1808","Atlantic salmon and Danube salmon, Pacific salmons","Sri Lanka",396.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,7.98,0,0,5.32,15.96,0,10.64,13.3,18.62,21.28,0,0,0,2.66,0,15.96,0,29.26,5.32,7.98,61.18,111.72,66.367
"1809","Atlantic salmon and Danube salmon, Pacific salmons, Salmon","Sri Lanka",3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,22,317,1385,1011,30,0,0,0,0,144,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
"1810","Bigeye tuna, Bullet tuna, Skipjack tuna, Yellowfin tuna, Tuna and bonito","Sri Lanka",31622.7669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,834.1,525.36,51.7,0,55.72,0,0,0,969.7,2083.44,150.26,144.86,585.42,998.5,748.2,1447.6,0,976.88,0,0,0,2300.22,3916.76,0,0,3358.29,6150.99,5986.7669
"1811","Bighead carp, Carps, Common carp, Grass carp, Mrigal carp, Silver carp, Nile perch and snakeheads Channa spp","Sri Lanka",347.9125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.5,40,0,0,0,0,25.4125
"1812","Blue shark, Hammerhead shark, Oceanic whitetip shark, Shark, Silky shark","Sri Lanka",80.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,72.86
"1813","Cod","Sri Lanka",971.5775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.5,464.0775
"1814","Cod and hake and haddock","Sri Lanka",121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,93,16,6,0,0,0,2,0,0,0,0,0,0,0
"1815","Herring and anchovy and sardine","Sri Lanka",5819.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,6,136,4040,1520,103.34,0,0,0,0,0,11.34,0,0,0,0,0
"1816","Marine fish","Sri Lanka",42213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,28,0,70,940,1222,1487,1890,2624,7336,4584,4211,4028,3097,3318,3778,1704,920,166,7,255,436,0,0,0,2,45,36,0
"1817","Salmon","Sri Lanka",99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,67,24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1818","Sardine and Pilchard","Sri Lanka",61.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,0,0,0,42.56,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1819","Tuna","Sri Lanka",977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,50,134,20,131,1,2,3,2,345,70,30,184,0,0,0
"1820","Freshwater fish, Marine fish","Sudan",491.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.31,0,0,331.38,0,0,0
"1821","Marine fish","Sudan",574.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,571.37
"1822","Salmonids","Sudan",1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,673,600,0
"1823","Trout and char","Sudan",719.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,500,0,58,0,1,103.37
"1824","Bigeye tuna, Skipjack tuna, Yellowfin tuna","Suriname",1637.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.06,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.79,496.64,62.01,485.23,365,0
"1825","Blue shark","Suriname",1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,60,0,0,0,6,25,84,296,27,73,82,73,108,103,31,206,386,0
"1826","Fish","Suriname",523.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1827","Freshwater fish, Marine fish","Suriname",101175.6303,0,0,0,0,0,0,0,0,1660.6,2203.3,984.6,3203.5,633.16,532.83,772.09,345.18,235.61,417.36,0,551.18,331.76,1826.01,1023.8,8530.32,6815.94,7803.04,1694.59,1773.3,1239.5,1125.87,2630.51,1664.31,2161.8,3495.03,2691.9,6555.23,2841.09,2845.61,2934.54,3885.22,2654.35,5637.74,4034,13440.7603
"1828","Marine fish","Suriname",24981.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.08,907.18,938.86,1117,2845.04,1345.4,872,0,0,0,1306,1728.4,1457.82,1283.82,1484,1169,1275,1331,1404,1032,1398,1171,381,0
"1829","Narrow-barred Spanish mackerel","Suriname",2976.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.36,142,287.64,360.82,343.98,355.66,0,163.68,47.76,61.32,187,205.48,265.5,329.68,83,0
"1830","Tuna","Suriname",541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,64,0,280,72,119,0
"1831","Anchovies and Indian mackerels and seerfishes","Sweden",47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97999999999999,0,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1832","Argentine hake, Cape hake, European hake","Sweden",10234.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8076.9,227.65,250.9,470.16,229.64,282.26,215.65,184.67,88.78,160.19,45.23,0,0,0,0,0,0,0,0,0,0,0,0,0
"1833","Atlantic and Pacific bluefin tuna, Skipjack tuna, Tuna, Yellowfin tuna","Sweden",2574.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.46,268.66,441.56,287.28,260.68,279.3,133,300.58,305.9,215.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1834","Atlantic cod, Cod, Greenland cod, Pacific cod, Argentine hake, Cape hake, European hake, Hake, Haddock","Sweden",4851.25,913.25,1011.5,635.75,363.75,911.5,615,0,228.5,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1835","Atlantic cod, Greenland cod, Pacific cod","Sweden",243650.97,4137.58,1663.16,41.5599999999999,5257.24,11898.37,19156.82,15332.33,19215.68,25532.66,20329.89,13499.99,14299.71,20960.76,22230.26,17636.76,15031.26,3779.54,3064.08,10583.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1836","Atlantic herring","Sweden",1432911.9356,0,0,0,0,0,0,0,0,0,0,0,0,7710.4,24259.2,30214.1,31487.21,22512.5,5497.44,0,13809.52,84466.32,60633.41,72685.31,67408.93,84740.15,81326.09,63379.74,52772.05,49804.13,57583.88,62150.15,33522.78,39803.79,52766.32,68277.34,44777.1,43320.18,41339.77,36814.69,40719.34,48408.56,41229.29,37040.01,32452.2356
"1837","Atlantic horse mackerel, Atlantic mackerel, Blue mackerel, Jack and horse mackerel","Sweden",8626.6837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.25,0,0,12.0200000000004,0,0,0,0,1767.62,1368.1,3907.1937
"1838","Atlantic horse mackerel, Atlantic mackerel, Blue mackerel, Mackerel","Sweden",1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,0,0,0,0,0,0,0,70,0,0,0,0,283,0,0,0,815,0,0,0,0,0,0
"1839","Atlantic redfish","Sweden",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
"1840","Atlantic salmon and Danube salmon, Salmon","Sweden",3360198.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,128,0,0,0,0,301,0,109,254,142,839,138,443,369,364558,362742,402358,469251,447906,386857,458737,465053.09
"1841","Atlantic salmon, Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Sockeye salmon, Rainbow trout, Salmon and trout and char, Sea trout, Trout, Trout and char","Sweden",2684.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.48,0,0,0,0,0,0,0,0,0,0,0,0,0,152.45,0,0,446.17,1253.3,336.35,0
"1842","Blue whiting","Sweden",178.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,1,0,0,0,1,1.04
"1843","Blue whitings","Sweden",74821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8693,0,0,0,17819,18961,15497,11516,2335,0,0,0,0,0,0,0,0,0,0
"1844","Cod, Cod and hake and haddock","Sweden",1541.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1342,0,199.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1845","Dogfish sharks Squalidae, Picked dogfish and catsharks Scyliorhinus spp","Sweden",5720,91,147,918,600,434,244,383,228,155,205,297,453,379,311,212,207,139,92,26,0,0,0,0,0,0,0,0,0,59,18,7,0,0,67,0,0,8,12,13,8,7,0,0,0
"1846","European eel","Sweden",24096.09,427,559,585,590,779,554,804,669,696,780,692,498,879,655,545,841,954,1000,1095,895,779,712,503,1705,736,535,230,212,473,650,534,327,385,430,293,185,156,107,122,126,173,88,70,68.09
"1847","European flounder, Witch flounder","Sweden",1301.25,0,0,0,0,0,0,0,0,0,0,0,0,7,7,28,33,41,25,5,0,360.5,441.75,240.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.25,0.25,0,0,0,0,0
"1848","European pilchard, European sprat, Brisling or sprats","Sweden",40544.94,396.34,140.98,933.66,0,0,226.1,845.88,1481.62,2495.08,2199.82,2266.32,1880.62,1948.26,0,0,1645.16,1726.64,2182.08,1825.04,585.2,603.82,694.26,295.26,0,1736.98,2415.28,1803.48,1186.36,2391.34,2989.84,1686.44,768.74,1194.34,0,0,0,0,0,0,0,0,0,0,0
"1849","European sprat","Sweden",1294244.64,284,498,0,267,1074,1517,380,574,1790,2040,2766,3966,0,2,12,0,0,15,0,15326,62914,67622,63664,44151,46325,40952,43332,25611,25559,18442,54308,76284,72527,55858,58546,46127,39202,47409,54955,59416,59275,79248,77451,44555.64
"1850","Fish","Sweden",546604.4525,0,8289.73,0,690.96,80,1341.09,0,7671.43,14397.97,6506.83,11401.41,6722.59,21149.98,23445.74,28652.12,15822.82,36776.34,72730.77,74089.8,58045.25,2401.5,343.75,389.75,5913.5,7587.25,17.5,10720.5,4518.5,4021.75,0,3586.75,0,0,1130.25,6312,11983.75,0,18277.25,11155.75,24789.5,8171.25,23419.5,6956.25,7093.3725
"1851","Flatfish","Sweden",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
"1852","Freshwater fish, Marine fish, Fish","Sweden",47982.2574,195.3,0,0,0,0,68.87,0,0,0,0,0,0,0,0,0,0,3293.08,4673.62,4782.68,0,123,0,0,0,0,0,0,0,0,0,0,228.76,2234.4,2338.14,2505.72,2859.5,3990,3160.08,3160.08,3021.76,2652.02,2585.52,2928.66,3181.0674
"1853","Hake","Sweden",149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1854","Halibut","Sweden",230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1855","Marine fish","Sweden",621,0,0,42,37,65,89,86,108,130,0,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1856","Rainbow trout, Salmon and trout and char, Sea trout, Trout","Sweden",69709.185,0,0,0,0,0,0,0,0,0,0,0,0,706,0,1487,316,0,0,0,0,261,67.5,0,290.5,384.5,685,1177,1359.5,2773,3267.5,4748,2296,2913,4167.5,4937.5,3676.5,4145,3886.5,4850.5,4503.5,5227.5,5508,3979.5,2095.685
"1857","Rays and skates Rajidae, Shark and ray and skate","Sweden",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"1858","Salmon","Sweden",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"1859","Shark","Sweden",1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,64,90,52,64,43,147,175,157,130,116,86,0,0,0,0,0,0,0,0,0,0,0,0,0
"1860","Tuna","Sweden",7694.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,0,0,0,2580,3598,0,8,2,2,0,2,1,6,3,0,11,0,0,1,0,12,0,0.55
"1861","Fish","Syria",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1862","Freshwater fish, Marine fish","Syria",134.46,0,0,0,0,0,0,0,117.44,0,17.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1863","Tuna","Syria",81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
"1864","Bigeye tuna, Bullet tuna, Skipjack tuna, Yellowfin tuna","Tanzania",111.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.44,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1865","Eels, Nile perch and snakeheads Channa spp","Tanzania",150.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.25,31.25,3.75,0,3.75,0,0,0.4375
"1866","Fish","Tanzania",45030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1814.5,378.25,11927.5,19548,10600.5,0,761.25,0,0,0,0,0
"1867","Freshwater fish, Marine fish","Tanzania",737142.1202,0,0,0,0,0,0,0,0,0,0,512.4,379.98,341.6,0,913.9,569.1,949.12,1846,4757.5,20462.72,1426.68,8679.36,9478.07,6943.33,9298.93,5846.32,2997.52,2886.01,6835.63,6169.68,2101.17,7175.24,38562.19,30842.98,31575.11,37338.69,45852.14,38984.93,35054.27,46132.62,42423.62,51655.45,104689.14,133460.7202
"1868","Indian halibut","Tanzania",763.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,89,0,0,44,44,35,0,212,0,0,0,0,0,33,220,0,15,0,0.18
"1869","Mackerel","Tanzania",105.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,80.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1870","Marine fish","Tanzania",2898.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.56,366.6,0,0,14.1,0,0,11.28,121.49,0,0,0,0,0,1911,0,0,372,79.5,0.141
"1871","Nile perch, Perch","Tanzania",1144.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,334,54,576.02
"1872","Pacific salmons, Salmon, Sockeye salmon","Tanzania",1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,70,51,552,173,109,49,62,22,71,46,0,214,0,0,0,0,0,0,0
"1873","Pacific salmons, Sockeye salmon","Tanzania",132.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.72,118.4,0,0,0,0,0
"1874","Pilchards Sardinops spp and Sardinellas, Sardine, Pilchards Sardinops spp","Tanzania",11459.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,171,383,0,0,0,0,0,78,44,1196,0,2081,1378,1132,3261,1725.5
"1875","Pilchards Sardinops spp and Sardinellas, Sardine, Sardine and sardinella and sprat","Tanzania",21084.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735.44,1115.08,637.74,1064.1,1022.42,732.2,1638.12,1515.86,2851.8,1598.48,5246.6,2206.9,719.74,0,0,0,0,0,0,0
"1876","Salmon, Sockeye salmon","Tanzania",148.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,60,13,2,29,0,14,0,0,0,0,0,0,0,0,0,0,0,0.38
"1877","Asian swamp eel","Thailand",12086.2,0,0,0,0,0,0,0,0,0,0,0,0,78,63,0,26,33,0,0,118,557,273,176,353,190,225,215,419,269,1317,1637,2776,1929,689,274,0,469.2,0,0,0,0,0,0,0
"1878","Atlantic and Pacific bluefin tuna, Bigeye tuna, Bullet tuna, Longtail tuna, Skipjack tuna, Southern bluefin tuna, Yellowfin tuna, Tuna and bonito","Thailand",28062267.4098,456.84,445.56,232.24,248.16,59.22,12601.24,22637.84,48234.32,105522.31,225944.95,376412.74,384249.86,549228.16,594565.68,674720.34,793368.82,729653.2,673871.44,764866.9,635652.68,552142.66,597441.2,652483.5,741373.18,704271.08,781035.2,865167.1,1046377.5,999917.26,1213995.34,1323527.96,1223960.88,1284782.04,1382483.12,1526908.24,1459910.38,1051211.15,1039538.33,1117120.4,952452.94,263953.49,257378.12,241992.73,189871.1098
"1879","Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Sockeye salmon, Trout, Trout and char","Thailand",26902.7875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041,8132,5959,2588,2282,2009,566,1562,1628.25,0,0,27,0,1,0.5375
"1880","Atlantic salmon and Danube salmon, Pacific salmons, Sockeye salmon","Thailand",758341.0664,0,0,0,0,0,0,0,0,0,0,0,0,7822.56,10107,7773.18,5044.02,1925.78,5760.74,5379.64,6256.76,4375.46,1710.88,2457.6,3634.64,7596.54,10504.42,17712.92,30607.52,30886.6,30378.1,30088.4,42980.9,38508.02,38409.12,36070.06,33429.08,36938.55,53413.64,44711.26,52489.6,41940.89,44415.12,33307.01,41705.0564
"1881","Bighead catfish, Catfish, Freshwater catfish, North African catfish, Pangas catfish, Sea catfish, Striped catfish","Thailand",19990.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,154.5,404,275.5,225,4422.25,3125.5,3921.75,2033.5,4965.75,0,0,0,0,0,0,0,0
"1882","Black pomfret, Silver pomfret, Seabream, Threadfin bream","Thailand",1410.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,101,322,48,42,0,0,195.87
"1883","Carps, Common carp, Mrigal carp, Silver carp, Asian swamp eel, Indonesian snakehead, Nile perch and snakeheads Channa spp, Striped snakehead","Thailand",5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592.5,210,292.5,120,110,1561.25,1783.75,1170
"1884","Cod","Thailand",21185.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11836,4058.5,2840.25,2116.5,292.75,0,35,6.85
"1885","Cod and hake and haddock","Thailand",206.21,0,0,0,0,0,0,0,0,0,0,0,0,128.2,3,0,0,0,0,0,0,0,0,0,20.76,0,0,0,0,0,0,0,0,0,0,0,0,4,15.25,0,16.25,18.75,0,0,0
"1886","Common carp, Mrigal carp, Silver carp","Thailand",87777.05,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,3,10,14,5,2,1,16,10,9,10,17,39,0,8453,8949,10818,11921,13998,10668,12192,10638.05
"1887","Dogfish and other sharks, Shark and ray and skate","Thailand",391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,10,104,0,0,0,41,0,18,81,119,0,0,0,0,0,0,0,0,0
"1888","Dorab wolf-herring","Thailand",5621.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.74,0,531.36,335.82,356.44,206.76,124.38,307.94,298.28,0,103.74,0,284.68,0,28.16,0,668.18,885.66,1139.22,284,0,0,0,0,0,0,0,0,0
"1889","Dorab wolf-herring, Herring, Anchovy, Pilchards Sardinops spp, Sardine, Sardine and sardinella and sprat","Thailand",252853.8054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112413.66,83596.08,56844.0654
"1890","Eels","Thailand",4193.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651.68,40.78,1289.4,1835.66,0,0,376.34,0
"1891","Flatfish","Thailand",1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,309,0,0,0,0,81,10,142,9,0,0,0,0,0,150,1,227,107,42,67,148,0,0,0,0,0,0,0,0
"1892","Freshwater fish, Marine fish","Thailand",9745708.2767,32810.56,51698.58,75280.7,73075.09,71861.33,111844.14,136366.33,111272.57,110019.96,92874.52,156306.02,180273.58,188214.19,211751.53,199196.32,233632.26,281431.37,293081.33,300963.89,311304.63,320568.98,324261.59,321355.58,362339.89,345952.76,349167.18,356638.58,395862.59,179531.77,149270.67,228995.34,427962.54,379262.38,354425.63,336549.78,321660.06,274031.38,176718.65,184871.15,159786.4,170839.34,148458.2,131628.73,122310.2067
"1893","Freshwater fish, Marine fish, Fish","Thailand",9010,0,0,0,2,0,0,0,0,0,27,24,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3734,1332,2624,1188,0,0,0,0
"1894","Grouper and seabass","Thailand",791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,107,53,2,18,49,7,1,19,65,0,71,109,0,46,0,85,0,0,0,0,0,0
"1895","Halibut, Indian halibut, Plaice, Common sole, Tonguesole","Thailand",6866.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928,1293,0,0,0,545,1872,534.25,675,1019.25,0,0,0,0,0
"1896","Indian halibut","Thailand",777,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,38,8,80,33,0,21,0,0,4,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0
"1897","Indian mackerel, Jack and horse mackerel, Narrow-barred Spanish mackerel","Thailand",474331.72,0,0,0,0,0,0,0,0,0,0,0,0,33466.16,27638.12,15884.08,27202.9,27087,38757.36,21065.88,4828.44,0,16132.98,27742.4,27224.18,25276.44,33106.84,25624.22,38413.28,23950.46,38098.26,1028.08,21804.64,0,0,0,0,0,0,0,0,0,0,0,0
"1898","Indonesian snakehead, Striped snakehead","Thailand",3697.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15,0,0,0,53,56,57,75,0,490,1181,754,174,149,0,380,278.08
"1899","Mackerel","Thailand",13135.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4319.84,2263.66,3567.06,2721.18,263.86,0,0,0,0,0,0,0
"1900","Marine fish","Thailand",2533.5,220,215.5,282,229.25,117.25,137.25,32,76,30,0,312.5,495.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,33.5,0,0,0,6,0,0,0,0
"1901","Mozambique tilapia, Nile tilapia","Thailand",212618.6075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4198.5,5693.25,8717.5,14834.5,20000.75,13155,20682.25,12911,12968.25,12075.75,23391.75,9649.25,15313.5,9054.5,7589,5476.5,9420.25,7487.1075
"1902","Mozambique tilapia, Nile tilapia, Tilapia, Bighead catfish, Catfish, Freshwater catfish, North African catfish, Pangas catfish, Sea catfish, Striped catfish, Carps, Common carp, Mrigal carp, Silver carp","Thailand",18617.8046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.75,62.5,48.75,31.25,311.25,241.25,165,0,2.5,647.5,414.94,1068.7,1619.92,1443.75,2236.67,5576.76,4628.3146
"1903","Pilchards Sardinops spp, Sardine","Thailand",1898724.14,0,0,0,0,0,0,0,0,6384,8011.92,23320.22,38043.32,37808.06,52739.94,52517.6,75379.78,69033.36,86596.44,130041.74,112641.86,89811.04,93153.24,103427.46,127953,97060.94,87289.04,100171.54,120406.22,121352.18,122708.02,116813.72,0,21411.66,4647.84,0,0,0,0,0,0,0,0,0,0
"1904","Ray and stingray and manta, Shark and ray and skate","Thailand",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
