,Country,Detailed.production.source,Taxon,Taxon2,Aqua.Cap.items,Mean.Trophic.Level,Total.production,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
72,Albania,Imports,Fish,Fish,Seabream,3.639030054,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,2,0,0,0,0,3,0,0,6,132,89,0,0,0,0
73,Albania,Capture,Freshwater fish,Fish,Shad,3.5,696,0,0,0,0,0,0,0,0,0,0,0,93,132,20,18,6,3,3,2,1,2,1,0,0,0,2,23,25,30,14,32,42,42,23,23,30,12,15,14,16,14,15,18,25
74,Albania,"Capture,Aquaculture","Freshwater fish,Freshwater fish",Fish,Silver carp,2,10688.61979,121,154,183,208,231,249,265,292,250,250,300,818,980,931,594,346,211,176,133,17,80,34,108,132,142,103,133,104,73,144,155,176,285,361,165,180,170,160,190,197.7365466,230.9294051,179.4882319,227.6348579,248.830745
75,Albania,Imports,Fish,Fish,Skipjack tuna,4.4,8157.243492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.22,183.54,47.88,133,239.4,335.16,430.92,414.96,0,399,0,654.36,0,786.2901738,774.772886,850.3652249,773.9983161,954.0344292,1134.342462
76,Albania,Capture,Marine fish,Fish,Smooth-hound,3.9,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,3,12,12,32,5,23,10,12,2,8,15,21,40,10,14,34,38,35,39,37,40,5,0
77,Albania,Imports,Fish,Fish,Sockeye salmon,3.5,112.9628975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,74,0,6.962897527,0,0,0,0,0,0,0,0
78,Albania,Capture,Marine fish,Fish,Surmullet,3.5,7708,0,0,0,0,0,0,0,135,64,53,79,62,74,124,172,158,537,400,200,76,64,61,143,145,140,170,97,141,158,113,185,154,162,187,113,132,450,448,380,466,475,470,347,373
79,Albania,Capture,Marine fish,Fish,Swordfish,4.5,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,15,0,5,12,23,20,28,12,17,20,9,12,11,14,15,16,0,0
80,Albania,Imports,Fish,Fish,Toothfish Dissostichus spp,4.45642423,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,11,0,0,0,0,13,9,0,0,0,0,0,0,0,0,0
81,Albania,Imports,Fish,Fish,Trout and char,4.073085713,315.3982493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,19.56521739,2,48,116,52,0,0,10,0,0,0,0,18,8.905759162,10,11.92727273,0,0,0,0
82,Albania,Imports,Fish,Fish,Tuna,4.414193552,2993.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.54,15.96,0,2.66,79.8,23.92,63.84,26.6,37.9,23.94,42.56,74.48,42.56,34.58,518.7,164.92,763.42,61.18,832.58,0,0,0,0,0,0
83,Albania,Capture,Freshwater fish,Fish,Wuchang bream,3.3,105,0,0,0,0,0,0,0,0,0,0,0,12,13,32,13,2,1,1,1,0,0,0,0,0,0,0,3,0,0,2,4,3,3,12,0,1,1,1,0,0,0,0,0,0
84,Algeria,Imports,Fish,Fish,Alaska pollock,3.6,2160.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.5,126.25,205,329.25,330,248.75,745,33.325
85,Algeria,Imports,Fish,Fish,Albacore,4.3,64607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,1,0,0,40,51,562,1882,8045,5842,6972,6210,1818,1256,1620,2299,739,2568,2063,3481,5546,4374,5475,3039,0
86,Algeria,Imports,Fish,Fish,Argentine hake,4.2,988.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,553.31
87,Algeria,Capture,Marine fish,Fish,Atlantic bluefin tuna,4.5,28439.79,49,40,20,150,190,220,250,252,254,260,566,420,677,820,782,800,1104,1097,1560,156,156,157,1947,2142,2330,2012,1710,1015,1208,950,1019,819,359,0,19,39,69,61,122,303,131,591,875,738.79
88,Algeria,Capture,Marine fish,Fish,Atlantic bonito,4.5,26330.04,143,206,196,515,640,740,860,867,874,880,459,203,625,1528,1307,261,315,471,418,506,277,357,511,475,405,350,597,839,609,575,684,910,1042,976,1009,355,353,614,504,716,452.04,593,811,302
89,Algeria,Capture,Marine fish,Fish,Atlantic mackerel,3.6,36619.85,265,124,214,513,640,750,860,867,874,880,342,1575,387,367,350,299,382,379,539,1243,590,750,1055,1053,1144,1167,567,3403,1688,817,791,932,3108,761,435,738,330,213,501,490,2944.86,405.13,401,485.86
90,Algeria,Imports,Fish,Fish,Atlantic salmon and Danube salmon,4.5,424.3093059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,28.11930586,40,68,117,160.19
