"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"11","Freshwater fish, Fish","Argentina",14702.8722024062,0,0,0,0,0,0,0,0,0,0,0,0,0.572787962820315,19.7135412667946,18.7679087452471,24,0,16.612400437295,19.838691818741,0,17.1655018728368,0,146.687137546468,104.535179849428,42.399052906597,0,0,0,0,0,0,0,1107,0,273.000000000001,1729,1037,2203.79,1662.42,797.000000000002,1061,2050.04,1312,1060.33
"12","Granulated catfish, Leporinus, Prochilod","Argentina",1351820.08082786,29399.78,42251.2,54243.23,51420.75,53449.33,47946.96,100590.85,38316.2,1250.47,16357.48,5222.65,1099.99,6186.09,10275.26,16738.15,150668.02,19905.7634243262,23208.0716805892,28313.0457229415,104673.5,113953.92,100225.45,125040.83,88756.54,69168.82,0,53157.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","Marine fish, Fish","Argentina",262396.707397594,0,0,0,0,0,0,0,0,0,0,0,0,2230.20721203718,3715.1064587332,4917.19209125475,93.12,2303.44,9253.6275995627,9668.62130818125,4065.98,9253.65449812716,3238.28,22662.7328624535,11760.4048201506,7182.6409470934,6788.18,0,15312.3,14869.42,18530.64,9148.12,6679.66,13476.22,8373.98,27452.24,21135.56,10366.22,2078.94,7517.28,0,5812.06,0,3455.54,1055.3396
"14","Trout, Common carp, Sardine and sardinella and sprat","Armenia",1047.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.06,687.18,0,0,0,0,0,0,0
"15","Trout, Common carp, Sturgeon","Armenia",3318.4296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.82,236.44,244.24,681.16,987.9,542.5,122.3696
"16","Freshwater fish, Fish","Australia",981.530030093669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,410.852299779961,253.845791532498,315.03193878121,0,0,0,0,0,0,0,0
"17","Marine fish, Fish","Australia",30636.8896291812,0,2727.88,0,0,0,0,8107.08,11391.66,0,0,0,0,0,0,0,0,2,0,0,0,0,51.2,29,250.345779538299,111,254,127,715.000872311101,489,93,19.0276002624796,335.038800495319,435.711871024245,76.615188163815,53.7430587349314,76.9380612187901,468,183,47,0,4593.64839743222,0,0,0
"18","Freshwater fish, Fish","Austria",767.02,0,0,0,0,0,0,0,0,0,0,0,0,64.34,100.34,75.34,39,54,45,39,100,98,85,61,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19","Black and Caspian Sea sprat, Sardine and sardinella and sprat, Mackerel","Azerbaijan",2022.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719.94,302.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","Marine fish, Fish","Azerbaijan",5729.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.04,335.04,195.38,1511.82,1497,0,0,168,538,124,111,352,388.68,275,0,0,0,0,0,0,0,0,0,0
"21","Marine fish, Fish","Bangladesh",19928.34,0,0,0,0,0,0,42.3,0,0,78.96,8.46,62.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.54,56.4,7480.26,59.22,3517.26,0,16.92,137.56,54.56,3396.94,3771.66,113.4,0,789.8,79,0,131.06
"22","Brisling or sprats, Herring, Mackerel","Belarus",14268.7913137279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4159.91277855749,10108.8785351704,0,0,0
"23","Common carp, Crucian carp, Silver carp","Belarus",5836.9786862721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4612.40722144251,1224.57146482959,0,0,0
"24","Freshwater fish, Fish","Belarus",271.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","Marine fish, Fish","Belarus",38102.936277659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.38,0,0,0,0,0,0,0,0,0,0,0,0,0,4242.74667937126,0,9990.18969828771,9090.13,14673.4899
"26","Freshwater fish, Fish","Belgium",1223,0,0,0,0,0,0,0,80,148,0,0,0,0,0,0,0,122,113,95,289,83,142,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","Marine fish, Fish","Belgium",7277.07,0,0,0,15.96,0,0,0,88,0,0,0,0,0,0,1,0,25,0,12.75,0,0,0,0,644.47,61,136.36,329.25,487.75,856.79,776.75,706.31,504.25,520.06,487.31,434.54,606.77,161,104,124,193.75,0,0,0,0
"28","Tuna, Salmon, Mackerel","Belgium",29.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.75,0,0,0
"29","Jack and horse mackerel, Sardine, Atlantic chub mackerel","Belize",790.840381054131,20.2803810541311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,52.56,0,0,0,0
"30","Tilapia","Belize",202.539618945869,2.53961894586895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,108,66,0,0
"31","Marine fish, Fish","Benin",95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","Marine fish, Fish","Brazil",86780.0746147698,1750.28,1973.72,8057.14,4474.12,5328.64,7024.86,0,0,0,0,0,0,0,9180.26573976215,9298.21082386775,12089.1835520284,2987.12770177482,286,971.664848344701,0,0,0,0,1352.98,3328.50148301349,3536.98034196891,3859.79873215755,0,1726.4954410699,3042.75894192764,765,1245.49991429315,320.908019062748,1540.60907549857,0,0,2634.78,0,0,0,0,2,0,2.55
"33","Cape horse mackerel, European sprat, Mackerel","Bulgaria",303795.40889388,36508.6543970954,38910.314128536,45371.9438894793,43195.3748652012,47667.8180866966,24322.9116883117,31239.4675062344,15069.070331447,1208.42818181818,2743.75159117305,0,1034.75090252708,2724.40404123711,134.978073089701,174.457983193277,147.51935813275,120.58386970684,0,788,1258.28,9719.7,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","Common carp, Rainbow trout, Carps","Bulgaria",385977.35110612,14669.9656029046,4454.64587146395,8740.85611052072,6373.42513479884,10845.5219133034,24962.9883116883,21284.7524937656,17690.929668553,25376.9918181818,24725.6684088269,27893.28,44825.4090974729,51207.6759587629,40493.4219269103,20586.0420168067,28745.2006418672,13100.5761302932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","Freshwater fish, Fish","Bulgaria",1161.24556862329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501.230872034748,0,0,0,0,0,0,0,0,107.902196588538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552.1125
"36","Marine fish, Fish","Bulgaria",13784.9981279653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44912796525226,292.42,5670.8,505.58,0,0,0,488.88,1975.86,1141.98,645.94,304.14,93.48,0,0,0,0,0,0,0,19.4200000000001,81.66,54.22,465.86,529.18,509.98,1001.149
"37","Pangas catfish, Silver barb, Striped snakehead","Cambodia",5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0,0,57,0,3566,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","Atlantic herring, Atlantic cod, Tuna","Canada",1223742.94292993,41464.53,20130.2158957327,34484.4168565599,36086.81,26041.867592388,42885.64,43292.2918110347,28797,48741.82,38017.08,44387.86,25030.58,124142.67,107956.36,99414.37,80618.46,78814.45,52397.27,37044.54,18917.79,25789.75,18162.88,23233.9,29943.72,18695.4244924598,8172.63,2126.55177495582,22764.64,24669.04,9063.39773134231,1279,3777.2685987426,1488.44817671761,446,446,324,1087.54,280,286,895,1115,624,406.73,0
"39","Marine fish, Fish","Canada",230746.237650082,0,0,389.6,0,5420.76,0,10038.54,4299.06,10848.62,0,5829.52,17992.96,1925,2211,3212,2786,2672,1330.25,550,8829.08,36922.0787373396,1702.78350410637,7294.80161268193,9719.97625193291,9032.91721649484,897.191805493021,1227.25,0,1667,999,2658.84204662324,650.686475409836,3504.26,6554.06,11949.32,12753.16,8031.29,2566.98,7787,12335,8440.25,5718,0,0
"40","Trout, Walleye, Alewife","Canada",1073393.32784428,0,405.824104267298,4468.59314344009,0,3248.91240761199,0,7726.79818896532,12435.15,46105.51,44978.9,50680.79,48139.8,186252.43,182648.39,194471.72,166788.59,110296.35,0,255,0,775,0,0,0,0,0,0,257,12884.57,0,0,0,0,0,0,0,0,0,574,0,0,0,0,0
"41","Araucanian herring, Chilean jack mackerel, South American pilchard","Chile",584284.04551554,0,0,0,2011.18,0,10004.73,13568.41,2267.64,0,124.586435323308,3734.75,1816.3,4845.07075565178,5228.50371779982,1656.57132130221,0,28143.73,2293.82,2252.66,2412.06,4678.98,22239.82,14534.14,7005.78,7218.74,28930.6,103910.2,70928.12,64844.0014014708,60051.81,51584.6017985611,32016.2801148827,16187.2589788824,12791.9,3033.39745762712,0,0,10.3411721905579,0,414.47,0,0,549.108488974113,2994.48387287447
"42","Araucanian herring, South American pilchard, Chilean jack mackerel","Chile",1402.73946674347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116.6693209627,0,0,286.070145780768,0,0,0,0,0,0,0,0,0,0,0,0
"43","Atlantic salmon, Coho salmon, Rainbow trout","Chile",9873.32696014923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.84927756654,0,7676.85820143885,2048.28973933649,43.3297418073486,0,0,0,0,0,0,0,0,0,0,0
"44","Marine fish, Fish","Chile",373937.816058982,0,0,1074,335,1971,558.75,182,1309,2418,2947.96,2711.32,9829.8106040637,2680,3461,2878.62,3320,4111.83846757591,2980.02246667632,3493.16200408346,9580.18186455799,1666.84831784812,6078.04055681905,21264.9170047709,13037.0824481515,9122.89060682769,27519.3515508706,16996.3399726539,9354.24406727086,17938.9913337108,24508.8804371429,8748.28264243845,24404.7515187746,36653.6292186036,151,488,2826,3102.04055936152,10226.2983243459,1688.5,35283.4558014469,13609.4401363351,7661.26456422784,23123.0515904245,2642.85
"45","Freshwater fish, Fish","China",13178.549595547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,26.3526923076923,238,637,1514.17211838006,1800.35925925926,865.215151515152,263.431578947368,286.698356807512,2562.8722643381,3876.68366442567,1066.76450956614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","Marine fish, Fish","China",1910108.4536574,10742.38,8986,205.66,151.96,187.62,10241.98,8177.96,17094.02,6683.42000000001,16574.8,28670.08,51544.12,115526.5,11483.24,223,1418.22,561.007998399215,353.871565549694,2450.61847425758,2722.07788161994,2614.14074074074,1979.53484848485,1903.56842105263,2044.80164319249,27347.4141146256,47403.9121157837,11679.6433536935,2823.75,0,0,0,11702,10105,16852.72,13141.75,34995.78,79002.8,109681.66,110644.76,180596.9,195327.04,236322.13,226797.21,293143.4025
"47","Marine fish, Fish","Colombia",106051.498271982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.3,0,47664.9,11951.5191806564,13941,4235,1642,4979.89099232659,18577.0486989992,257,0,0,306,0,2.82,0,0,0,0,0,0,0,0,0,0,0,469.6,1708.4194
"48","Pilchards Sardinops spp, Sardine and sardinella and sprat, Tilapia","Colombia",18103.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17015.95,1087.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Freshwater fish, Fish","Costa Rica",86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,1,0,21,28,28,0,0,1,0,0,0,0,0
"50","Marine fish, Fish","Costa Rica",282837.66474631,0,0,0,1027.76,0,0,0,1023.34,23.8400000000001,746.58,340.2,3206.58,3885.42,7754.14,8913.9,11655.2,7142.1,19196.08,1812.89,15489.75,23949.38,6161.85,17497.31,17383.96,8038.72,12969.9,12221.1,15018.88,10438.37,12161.04,8916.17444225657,8686.46,6728,6723.14,6020,9336.23030405405,5980.67,6493.18,494,2157.12,1580.46,769,599,295.94
"51","Nile tilapia, Blue tilapia, Tilapia","Costa Rica",1480.77827906903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94659300184162,12.9320608523102,351.515932074032,227.857175872429,192.485436893204,277.813618157543,155.649689440994,141.663351185922,28.1065956029314,12.4157375643225,73.392088423502,0,0,0,0,0,0,0,0,0,0,0
"52","Tuna, Yellowfin tuna, Shark and ray and skate","Costa Rica",80404.4859017295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.130562471185,768.194082656061,2523.15340699816,169.547939147689,10397.584067926,14983.0828241276,12043.0245631068,10689.5163818425,5909.20031055901,6532.66664881408,3653.15340439707,2807.90426243568,5984.8279115765,3250.95053987122,0,0,0,0,131.048995799924,0,0,0,324.5,0
"53","Common carp, Rainbow trout, Grass carp","Croatia",13426.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3798.22,7977.76,1650.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","European pilchard, Herring, Tuna","Croatia",21130.3093369418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3871.4,5367.92,3710.78,2803.51,2229.12,1369.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188.20933694181,312.16,278.14,0,0,0
"55","Marine fish, Fish","Croatia",266771.447176417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17145.34,21603.98,19150.04,15985.22,20032.3330111206,19134.02,13586.56,8178.86,772,2932.14,5164.92,968.08,7636.13,8725.6,10736.9,10033.84,6909.15,9336.8,11213.16,11371.7826645274,6634.6,8601.88,4191.83130076932,5815.92,6410.92,4192.46,3350.64,6956.3402
"56","Marine fish, Fish","Cuba",19.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,0,0,0,0,0
"57","Freshwater fish, Fish","Czech Republic",611.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.5,101,0,0,0,0,0,0,0,0
"58","Marine fish, Fish","Czech Republic",1131.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616.48,0,65,3,0,86.75,73.39,150.46,35.25,0,88.75,0,0,10.75,0,0,2,0,0,0,0,0,0,0
"59","European eel, Rainbow trout, Atlantic salmon","Denmark",71140.1114264306,0,0,56.7249306411255,0,0,0,1111.40353815333,109.202751837453,361.730205798724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32864.64,0,0,0,0,36636.41,0,0,0,0,0,0,0,0,0,0
"60","Freshwater fish, Fish","Denmark",0.738579970951314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738579970951314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","Marine fish, Fish","Denmark",297240.662931834,19,593.8,2,1,165.75,47.5,991.37010518473,790.497791247782,1277.38313326354,84.04,2317.33822230524,3343.10407550525,6491.6369618485,3688.01792366412,2600.64543713386,4.34,1071.9844890456,9411.04649862001,15.5,203.75,1382.24252224654,15275.9125735808,14834.07,9616.21562146123,300,11543.5159915907,12390.1114200291,19894.1614882729,20858.56,1528.75,3262.4909733067,3474.85677135256,13181.46,15009.6489456956,17272.6058281869,10943.4962460691,7460.5936054915,11678.9695663482,12020.366877958,10380.9598111438,11815.2879539782,11593.3143358622,11442.8818378081,16960.4859236335
"62","Small sandeel, European sprat, Norway pout","Denmark",652588.501273569,61,18,6588.59506935888,8444.78,168,18097.29,29919.2564618467,23719.9572481625,33164.6597942013,0,7131.92,6829.83,6925.81,11317.74,12957.8,10922.61,83462.97,20846.58,7143.51,8634.79,20698.14,18105.68,14358,20748.98,16543.38,14193.67,8639.99,16886.62,20143.1,16425.73,11831.29,20496.62,24198.12,13474.36,5378.25,12780.51,8294.48,13189.28,9059.11,4714,8605.32,11807.59,16087.64,29573.5427
"63","Freshwater fish, Fish","Dominican Republic",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","Marine fish, Fish","Dominican Republic",6669.2,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,862.92,0,334.36,84.6,0,81.52,0,0,3668.84,0,0,0,0,0,0,0,0,0,54.25,1301.71,0,0,0,0,0
"65","Chub mackerel, South American pilchard, Pacific thread herring","Ecuador",2897273.74171692,25563.46,34543.52,37447.3,53255.1,81988.92,0,0,0,0,0,0,0,0,0,0,0,10681.5492772345,0,21123.4744566176,33011.4464093226,44970.5923384809,64111.7719083969,89729.9921572212,70559.4047846869,0,102686.337673236,129124.98019802,145356.579509961,82288.3839862396,144090.099266055,229759.8,198880.13,177386.882051445,183582.9188,181049.04,198154.18,168772.96,10993,9703,13671.25,2877.75,99777.02,117419.3,134713.5989
"66","Freshwater fish, Fish","Ecuador",23992.7123899364,0,0,0,0,0,0,0,0,0,0,0,325,0,885.5,982.25,738.25,646.751656378268,1789.62381057756,2822.5,0,0,0,0,0,0,0,0,0,1661,1753,1939.97237569061,3823.57191087103,4278.56339247079,0,0,419.729243948143,1927,0,0,0,0,0,0,0
"67","Marine fish, Fish","Ecuador",3208551.08911006,0,0,0,0,0,0,0,0,0,0,0,4397.14000000001,0,0,2505.72,4227.94,4130.60834362173,4528.05618942244,33136.03,17110,12069.08,23002.62,72289.26,52864.02,21310.36,70835.1800000001,116667.75,62477.95,115131.46,101370.66,126852.747624309,117200.698089129,71795.6166075292,87767.55,82070.68,82915.8007560518,93914.12,262782,277619.68,172520.42,296827.12,260552.07,352230.45,205448.3015
"68","Nile tilapia, Rainbow trout, Pacific fat sleeper","Ecuador",48280.7909169347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.593590677349,1459.53766151907,11549.1480916031,9006.43784277879,307.035215313079,0,656.982326764145,1289.4798019802,844.810490038529,356.876013760405,1287.32073394495,0,0,5627.5379485551,15404.0312,0,0,0,0,0,0,0,0,0,0
"69","Marine fish, Fish","Egypt",69508.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,65.72,0,3,3,0,2887.5,9855.00000000001,10756,19388.84,15853,7495,3175.76999999999
"70","Marine fish, Fish","El Salvador",47541.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3071.06,246,186,477.57,10593.64,19417.16,11290.76,1050,15,3,94,157,201,247,172,138,97,85.66
"71","Atlantic herring, Chilean jack mackerel, Cape horse mackerel","Estonia",961900.835944581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52453.0922770532,75093.7704490391,70379.3224213607,76672.0155527587,90204.245257,82160.4041547381,57634.0785907566,59378.0159539554,130872.00669364,69719.6592596878,36097.6853345917,25360.96,25396.76,24660.25,15923.96,13899.3,15448.61,0,0,20940.65,19606.05,0,0,0,0,0,0
"72","European perch, Pike-perch, European smelt","Estonia",15255.7440554188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712.117722946775,1528.36955096088,2922.41757863936,2655.21444724131,1115.50474300002,727.635845261882,1432.06140924342,1262.41404604458,2384.83330636011,119.100740312143,396.074665408323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","Freshwater fish, Fish","Estonia",797.166149361955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.222222222222,73.9014084507042,0,1.4765625,0,51.926631897712,32.0307268931486,11.9303733232775,156.201305695702,1.08398719635528,25.3334134074515,0,15.0595177753819,0,0,0
"74","Marine fish, Fish","Estonia",1363714.96977096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26851.1799999999,54630.16,67772.58,50564.06,92259.94,91639.34,63146.32,0,66410.56,98673.7,98638.52,64463.9623851828,85477.2746990337,83128.1153058257,51475.3374981338,51568.1876510392,49555.4603478249,48528.1398025162,40870.2243828593,44391.1479129352,26656.6561656844,26427.3312145028,18959.2113679497,20091.7772188062,20299.4324522396,17624.0998728302,3612.25149359453
"75","Tilapia, North African catfish, Carps","Ethiopia",8830.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958.49,0,176.2,1697.2,1299.82,1484.47,881.71,981.48,604.78,0,0,746.02,0
"76","Blue whiting, Capelin, Saithe","Faroe Islands",1320753.1958,16631.83,29320.41,3722.22,10323.25,14589.19,12944.17,14732.61,17680.79,22214.54,18000.88,15430.02,15420.1,18457.87,15802.43,68463.82,64985.8,64319.82,20255.55,23919.19,27361.59,22496.12,16427.55,14935.25,15644.13,16238.11,19110.73,17781.42,24826.29,22744.07,40204.15,43932.51,41043.82,43213.17,46607.64,38129.42,37137.42,38583.04,43657.75,46276.32,48898.72,43825.77,50163,48589.45,45711.2658
"77","Marine fish, Fish","Faroe Islands",184167.843872233,8641.34,2076.94,5226.04862770098,531,1304.20045629962,178,553.836666177197,5148.26242567249,659.39085966381,182.101585740934,296.876256671218,1467.55147284389,2655.18500373874,2228.01469801781,755.258888404949,2941.32091368178,957,695,0,4825.4548726907,5507.00898130854,8795.28457976077,3219.78582524628,1455,1897,6664.11991709233,1912.00569357908,1934,1638,1003,943,2901.91025284524,22013.25961885,29302.09,13037.6474338975,11602.8977770911,1953.31977906437,1268.59168619332,140,7841.51,32.5,192,230.5,17360.6296
"78","Albacore, Mackerel, Sardine and sardinella and sprat","Fiji",1796.07,0,224.259999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,84.54,0,1487.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","Marine fish, Fish","Fiji",437869.3394,0,0,0,7295,600.86,5415.4,479.319999999999,8003.14,3696.72,0,1776.2,1550.88,3056.96,11007.64,7608.68,6344.72,517.62,3057.5,6036.38,9678.94,7667.32,16032.56,14267.34,23071.28,1563.32,10,341.02,159.2,28.56,0,120.42,1802.02,7486.96,15194.1,20795.04,6894.12,3789.69999999999,38613.52,33940.0399999999,33375.15,43378.5,38411.8399999999,23406.05,31395.3194
"80","Marine fish, Fish","Finland",15845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,980,7813,6348,0,0,0,0,0,0
"81","Freshwater fish, Fish","France",577,385,0,94,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82","Marine fish, Fish","France",12303.4879591436,148,1034,583,0,500,1311,614.5,387.5,26,0,0,0,0,5,0,482,0,0,506.75,799,0,95.68,550.62,354.6,279.62,0,515.44,335.62,50.5599999999999,87.18,658.9,1051.94,0,266.5,0,8,471.52,900.86,131.5,1,86.22,0,53.8779591435867,7.1
