"","Country","Detailed.production.source","Aqua.Cap.items","Mean.Trophic.Level","Taxon","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"1661","Bulgaria","Imports","Albacore",4.3,"Fish",660.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,53,14,0,26,15,49,1,45,1,0,1,0,49,38,40,9,46,84,84,101.98
"1662","Bulgaria","Imports","Alaska pollock",3.6,"Fish",9727.5796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058.75,675,1066.25,385.75,426.41,624.75,617.73,783,853.98,543.91,617.17,555.16,835.84,683.8796
"1663","Bulgaria","Capture","African sicklefish",3.1,"Marine fish",254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1664","Burkina Faso","Imports,Capture","Tilapia",2.1370319127227,"Fish,Freshwater fish",125237.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4042,4700,5350,8994,11368,11480,11592,11688,12337,14299,15339,14048.61
"1665","Burkina Faso","Capture,Aquaculture","North African catfish",3.8,"Freshwater fish,Freshwater fish",20426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,8,5,5,10,1636,2060,2094,2120,2127,2263,2639,2849,2595
"1666","Burkina Faso","Capture,Aquaculture","Nile tilapia",2,"Freshwater fish,Freshwater fish",31145,0,0,0,0,0,0,0,114,74,33,30,26,7,3,3,2,2,0,0,0,30,45,40,25,5,5,5,5,5,50,190,290,400,180,180,2409,3005,3018,3041,3046,3250,3769,4093,3765
"1667","Burkina Faso","Imports,Capture","Freshwater fish",2.56441531431929,"Fish,Freshwater fish",235513,6000,6000,7000,7000,6500,7500,7000,7100,7300,7400,7600,7800,7900,8000,7000,7000,7500,7000,8000,8000,8000,8000,8335,7601,8563,8506,8501,9001,9000,8363,8000,7699,653,0,1822,0,0,0,0,0,0,204,476,499
"1668","Burkina Faso","Capture","Upsidedown catfish",2.8,"Freshwater fish",4936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,508,513,518,519,544,630,682,620
"1669","Burkina Faso","Imports","Tuna",4.41419355212676,"Fish",2349.2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98,93.1,59.52,220.08,37.62,46.22,46.22,52.26,37.24,31.92,39.9,47.88,31.92,133,324.52,78.14,199.5,133,159.6,183.54,117.38,74.48,62.18,31.92,33.26,66.8952
"1670","Burkina Faso","Capture","Silversides",3.1,"Freshwater fish",2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,254,256,259,259,272,315,341,310
"1671","Burkina Faso","Capture","Silver catfish",3.6,"Freshwater fish",8129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329,2700,3100,0,0,0,0,0,0,0,0,0
"1672","Burkina Faso","Imports","Sardine and sardinella and sprat",2.93709866150701,"Fish",40635.3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.88,1079.96,484.12,186.2,223.44,1388.52,460.18,593.18,566.58,869.82,361.76,2074.8,1556.1,2926,1061.34,1497.58,1574.72,1337.98,2609.46,1364.58,885.78,3915.52,3806.46,2298.24,3423.42,4041.6838
"1673","Burkina Faso","Imports","Salmonids",4.22855634639059,"Fish",510.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,7,1,1,4,4,4,4,1,2,0,0,0,1,1,8,16,4,7,259,52,101,5,6.1
"1674","Burkina Faso","Imports","Salmon",4.27000745885248,"Fish",320.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.5,2.5,2.5,2.5,60,5,12.5,10,10,0,0,0,0,0,0,7.5,5,17.5,5,97.5,2.5,7.5,15,12.5,27.925
"1675","Burkina Faso","Capture","Nurse tetra",2.5,"Freshwater fish",2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,254,256,259,259,272,315,341,310
"1676","Burkina Faso","Imports","Nile perch and snakeheads Channa spp",4.21667674466189,"Fish",425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,394,30
"1677","Burkina Faso","Capture","Nile perch",4.5,"Freshwater fish",9870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,1015,1025,1035,1038,1089,1260,1365,1240
"1678","Burkina Faso","Imports","Marine fish",3.8179514007473,"Fish",34511.4952,1042.72,1197,1444.38,816.62,446.88,924.62,1068.96,1481.94,1473.64,351.12,1187.16,760.76,649.04,877.8,1064,617.12,266,0,3912.86,194.18,4205.46,3942.12,0,46.94,197.64,0,34.58,85.12,61.18,885.78,103.74,164.92,13.3,39.9,13.3,141.78,303.72,441.56,1659.84,2045.54,77.14,24.58,69.16,227.9152
"1679","Burkina Faso","Imports","Mackerel",3.49907962442317,"Fish",768584.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,1163,4364,5909,6625,9431,20875,24000,25602.66,26350,35535,40070.94,39987.78,39133.32,41344,46958.66,54642.96,62910.64,84269.66,95968,103417.51
"1680","Burkina Faso","Capture","Leporinus",2.93333333333333,"Freshwater fish",2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,900,1050,0,0,0,0,0,0,0,0,0
"1681","Burkina Faso","Imports","Jack and horse mackerel",3.39961286321928,"Fish",724.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,86,0,134,18.35
"1682","Burkina Faso","Imports","Herring",3.30015567524819,"Fish",457.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,5,175,262.5,0,0,0,0,0,0
"1683","Burkina Faso","Imports","Flatfish",3.90179595267129,"Fish",177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123,0,0,0,1,1,0,0,0,0,0,0,0,0,0,25,0,0,26,0
"1684","Burkina Faso","Imports","Fish",3.44121161326702,"Fish",635226.8184,1430.52,1978.04,1555.04,2089.18,3033.52,2750.94,3405.36,3006.34,2082.5,4262,5817.5,7822.5,9772,8350,6950,5947.5,5500,4958.72,11280.96,14515.5,13311.91,18062.78,10415.46,22976.77,15510.57,6176.77,4681.85,3455.27,4365.57,632.89,563.5,94.5,34.32,16889.98,24873.28,48633.43,49415.95,49975.99,41387.73,39916.91,40858.76,39298.77,35496.23,41689.5084
"1685","Burkina Faso","Imports","Dogfish and other sharks",4.30191852360143,"Fish",1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0
"1686","Burkina Faso","Imports","Crustacean",2.5,"Crustacean",4383.2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,4.54,6.81,86.26,0,23.7,77.86,27.16,45.4,15.89,107.69,79.45,0,606.39,9.08,106.29,388.17,331.42,465.35,662.31,414.6,30.97,240.08,92.8,72,485.8099
"1687","Burkina Faso","Capture","Catfish",4,"Freshwater fish",4932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,506,512,516,518,544,632,684,620
"1688","Burkina Faso","Capture","African bonytongue",2.7,"Freshwater fish",5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,609,615,621,623,654,756,819,745
"1689","Burkina Faso","Capture","Aba",3.7,"Freshwater fish",4936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,508,513,518,519,544,630,682,620
"1690","Burundi","Capture,Aquaculture","North African catfish",3.8,"Freshwater fish,Freshwater fish",581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,4,6,3,4,3,10,63,15,96,72,85,95,89
"1691","Burundi","Capture,Aquaculture","Nile tilapia",2,"Freshwater fish,Freshwater fish",13142.4,1026,950,0,105,0,0,0,0,2,2,123,170,115,125,50,110,88,78,98,98,98,98,98,98,168,168,148,48,108,88,60,58,68,71,56.3,83.7,202.4,408,815,1317,1330,1428,1493,1492
"1692","Burundi","Capture,Capture","Lake Tanganyika sprat",2.7,"Freshwater fish,Freshwater fish",451207,14327,13320,11169,8181,9303,4820,5690,4460,4450,3760,5548,3379,5169,5200,14453,17745,19990,14100,18200,18163,1508,17868,8646,7030,10839,6138,8400,13080,8876,9350,10374,7568,13422,9389,13858,8130,10361,9958,12422,12952,13850,10818,12540,12403
"1693","Burundi","Capture,Capture,Capture,Capture,Capture","/",3.85094610778443,"Freshwater fish,Freshwater fish,Freshwater fish,Freshwater fish,Freshwater fish",4175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,175,406,194,278,138,347,206,292,776,205,259,413,292
"1694","Burundi","Capture","Sleek lates",4.3,"Freshwater fish",52998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,2841,3420,2515,2499,1849,843,2518,2673,5094,6948,7008,6350,6769
"1695","Burundi","Imports","Sardine and sardinella and sprat",2.93709866150701,"Fish",3454.9122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.24,139,20.96,44.56,0,32.92,53.2,7.98,79.32,10.64,0,0,0,54.2,20.96,297.66,148.04,458.3,293.04,248.1,217.46,276.64,446.88,269.66,297.1522
"1696","Burundi","Imports","Salmonids",4.22855634639059,"Fish",564.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,5,0,0,2,0,0,8,0,3,29,162,121,121,5,6,53,1,7,22.47
"1697","Burundi","Capture","Perch",2,"Freshwater fish",76844,4980,4630,4513,2964,5464,2060,2441,1906,1911,1609,1190,1485,1417,1400,1922,2143,2897,2000,2650,2888,1205,2378,3925,1523,3070,1657,1500,1323,4643,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1698","Burundi","Capture","Marbled lungfish",4.4,"Freshwater fish",109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,42,1,15,20,12
"1699","Burundi","Capture","Lake Tanganyika sardine",1.6,"Freshwater fish",2299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,21,81,86,159,117,61,77,189,132,299,372,268,313
"1700","Burundi","Capture","Giant cichlid",4.5,"Freshwater fish",600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,18,30,30,17,107,55,36,108,38,28,58,41
"1701","Burundi","Capture","Freshwater fish",2.75674082887304,"Freshwater fish",65662,0,0,0,0,0,5000,4000,5000,5000,6000,5000,7000,5000,4062,1000,1046,1146,870,1100,0,278,0,805,596,3286,1049,1000,294,276,860,541,644,853,357,392,291,450,287,234,602,381,224,402,336
"1702","Burundi","Capture","Forktail lates",4.4,"Freshwater fish",626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,1,6,31,34,6,90,124,43,100,90,78
"1703","Burundi","Imports","Fish",3.44121161326702,"Fish",73937.4962,90.24,400.44,90.24,470.94,862.92,1034.94,1190.04,1300.02,1181.58,547.08,11.28,39.48,104.34,242.52,180.48,90.24,62.04,786.78,1226.7,5.32,170.86,194.78,178.72,160.38,39.58,93.08,87.78,90.6,127.26,40.83,79.8,61.18,39.9,140.78,880.99,2791.3,6533.87,7030.84,7705.74,6566.94,7462.17,6325.57,6381.64,10835.2862
"1704","Burundi","Capture","Electric catfish",2.9,"Freshwater fish",128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,16,48,1,16,22,13
"1705","Burundi","Capture","Bigeye lates",4.2,"Freshwater fish",298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,10,6,48,31,12,10,12,21,56,30,36
"1706","Burundi","Imports","Atlantic mackerel",3.6,"Fish",1529.5,0,0,0,0,0,0,0,0,0,0,0,0,0,321.86,446.88,401.66,345.8,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,0,0,5.32,0,2.66,0,0,2.66,0,0,0,0,0
"1707","Burundi","Capture","African bullhead",3.3,"Freshwater fish",131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,4,6,19,45,0,19,20,13
"1708","Cambodia","Capture,Aquaculture","Marine fish",4.02644105593529,"Marine fish,Marine fish",1046625.58,10200,10200,10200,7550,1130,770,2850,8920,7224,10364,6163,14468,17995,19947,28859,26891,2515,4789,5390,7736,7693,0,327,2012,0,3438,0,0,10937,7549,18713,26322,30068,37085,41497,71650,68394,61661,61533,68670,68756,82343,94430,84678.58
"1709","Cambodia","Imports,Capture","Freshwater fish",2.82123377923476,"Fish,Freshwater fish",9604584,73800,73800,30000,21900,18300,50340,65036,57583,55026,56370,64181,62154,61155,50477,65081,74672,56870,56694,55414,64123,55005,60315,62234,216164,233217,371491,340893,287417,234481,306632,412810,387177,356165,381454,393920,435155,437285,514381,491179,474400,496400,513843,521055,508535
"1710","Cambodia","Imports,Capture,Capture,Capture,Aquaculture,Aquaculture,Aquaculture","Crustacean",2.5,"Crustacean,Crustacean,Crustacean,Crustacean,Crustacean,Crustacean,Crustacean",407325.9672,700,700,700,550,170,244,365,724,464,644,807,2552,2527,3696,8399,6404,6882,7320,6708,7311,7320,6717,5680,7648,8307,12158,13963,17104,12575,19515,18902,17504,15969,12411,12787,13388,15455.16,15907.47,20295.93,18098.63,19097.73,19358.68,19647.59,19649.7772
"1711","Cambodia","Capture,Capture","Cephalopod",3,"Cephalopod,Cephalopod",93947.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607,3364,2355,3601,2850,2995,2921,2969,2870,3111,3972,6648,8376,8461,9470,5609,5600,5598,5598,5587.5
"1712","Cambodia","Imports,Aquaculture","Catfish",3.90949849773348,"Fish,Freshwater fish",45516.2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,1400,1600,1950,2100,2538,3500,4811,6272,6591.25,6157.5,7446.4525
"1713","Cambodia","Aquaculture,Imports","Carps",2.72092658428002,"Freshwater fish,Fish",184595.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2994,3496,3826,3819,3585,4522,5559,6815,6784,8777,13155,18314,18470,22669,27950,33860.83
"1714","Cambodia","Imports","Tuna",4.41419355212676,"Fish",3120.7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.92,133,0,335.16,2.66,87.78,13.3,13.3,5.32,21.28,29.26,71.82,167.58,563.92,74.48,37.24,42.56,45.22,77.14,87.78,289.94,117.04,194.18,172.9,212.8,293.1586
"1715","Cambodia","Imports","Tilapia",2.04483290355697,"Fish",765.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,176,212,139,0,20,49.9
"1716","Cambodia","Aquaculture","Striped snakehead",3.6,"Freshwater fish",361400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,2000,4100,8500,12900,17300,21700,26100,30500,35000,40000,43000,52800,66000
"1717","Cambodia","Aquaculture","Snapper",4.1125,"Marine fish",2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,120,140,140,150,200,200,300,320,350,420
"1718","Cambodia","Aquaculture","Snakeskin gourami",2.8,"Freshwater fish",119000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100,5100,6100,7300,7500,9000,10000,11900,10100,12900,15800,19200
"1719","Cambodia","Aquaculture","Silver carp",2,"Freshwater fish",22152,0,0,3,6,10,25,40,95,160,300,220,250,460,550,640,670,855,740,765,880,900,1150,1260,1430,1400,1343,1410,1785,700,500,500,300,100,120,140,170,190,200,250,300,230,300,365,440
"1720","Cambodia","Aquaculture","Silver barb",2.4,"Freshwater fish",359840,2,6,12,25,45,94,170,358,620,1150,850,950,1770,2123,2450,2570,3280,2830,2930,3370,3455,4424,4845,5500,5390,5186,5445,6890,5700,6000,7000,7000,7000,8750,10500,12600,13000,15800,21000,25000,27750,33950,41600,50450
"1721","Cambodia","Imports","Seabass",3.57754369767593,"Fish",231.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,163,49,0,0,0,0.11
"1722","Cambodia","Imports","Sardine and sardinella and sprat",2.93709866150701,"Fish",64310.1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5918.5,6485.08,6123.32,8105.02,2497.74,3269.14,2141.3,2540.3,2218.44,1923.18,1005.48,1157.1,260.68,489.44,532,247.38,401.66,1973.72,1947.12,3614.94,3857,3537.8,4063.7884
"1723","Cambodia","Imports","Salmon",4.27000745885248,"Fish",1988.0308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.8,0,422.94,10.64,2.66,0,117.04,614.46,109.06,2.66,273.98,2.66,66.5,7.98,5.32,2.66,3.6708
"1724","Cambodia","Imports","Pilchards Sardinops spp",2.8,"Fish",20998.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7203.28,13794.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1725","Cambodia","Aquaculture","Philippine catfish",3.4,"Freshwater fish",8690,0,0,0,2,5,8,10,35,60,110,80,90,170,200,235,250,310,270,280,320,330,420,460,510,500,484,508,643,600,600,600,600,0,0,0,0,0,0,0,0,0,0,0,0
"1726","Cambodia","Aquaculture","Pangas catfish",3.4,"Freshwater fish",449650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,5000,8000,9000,14450,14600,15200,16400,12600,15900,26500,33300,48000,61850,75850,90000
"1727","Cambodia","Imports","Pacific salmons",4.14807843788623,"Fish",270.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,108,6,3,4,3,3,2,1,0,1,4,0,1,4,1,2,27,33,27.76
"1728","Cambodia","Aquaculture","Orange-spotted grouper",4,"Marine fish",2520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,120,140,140,150,200,200,300,320,350,420
"1729","Cambodia","Aquaculture","Nile tilapia",2,"Freshwater fish",52153,0,0,0,0,0,0,1,6,10,20,15,20,30,40,40,50,60,50,50,60,60,80,90,100,100,99,103,131,200,200,500,700,1150,1450,1700,2000,2100,2500,3500,4300,5448,6500,8000,10690
"1730","Cambodia","Aquaculture","Mozambique tilapia",2.2,"Freshwater fish",4056,0,0,0,0,0,2,8,18,30,60,40,50,90,110,130,130,170,150,150,170,170,220,240,270,270,260,273,345,300,200,100,100,0,0,0,0,0,0,0,0,0,0,0,0
"1731","Cambodia","Imports","Mackerel",3.49907962442317,"Fish",43312.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.88,0,0,0,0,15.96,13.3,0,0,1502.9,2338.14,218.12,1534.82,731.5,1569.4,2109.38,869.82,1795.5,3351.6,1638.56,9458.3,3162.74,3368.48,2394,3192,3999.6026
"1732","Cambodia","Aquaculture","Hoven's carp",2.8,"Freshwater fish",43271,0,0,0,0,0,4,10,22,40,80,60,70,120,150,170,180,230,200,205,230,240,310,340,390,380,367,385,488,500,600,1000,1000,1000,1250,1500,1800,1900,2300,3100,3600,3300,4250,5200,6300
"1733","Cambodia","Imports","Herring",3.30015567524819,"Fish",4398.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8,0,0,0,1577.38,61.18,399,303.24,1228.92,0,0,0,0,0,0,0,0,0,7.98,10.64,729.904
"1734","Cambodia","Aquaculture","Grass carp",2,"Freshwater fish",15465,0,0,0,4,8,16,36,56,100,190,140,160,290,350,405,420,540,470,485,560,575,740,800,910,900,860,903,1142,500,500,400,200,100,120,140,170,190,200,250,300,230,300,365,440
"1735","Cambodia","Imports","Fish",3.44121161326702,"Fish",4098.6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8731.62,0,0,0,0,17.26,0,0,0,0,0,401.52,407.89,381.12,365.8,878.19,1128.8,733.57,5729.54,3343.69,4577.5,5845.97,3491.88,4121.5343
"1736","Cambodia","Imports","European plaice",3.2,"Fish",145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0
"1737","Cambodia","Aquaculture","Common carp",3.1,"Freshwater fish",81964,2,5,10,15,30,70,150,270,460,860,630,720,1320,1590,1840,1920,2450,2120,2190,2520,2580,3310,3600,4090,4000,3852,4043,5117,2000,1600,1000,1000,900,1230,1400,1650,1700,2000,2200,2600,2350,2950,3620,4000
"1738","Cambodia","Aquaculture","Climbing perch",3,"Freshwater fish",14900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,600,700,850,900,1000,1300,1600,1300,1650,2000,2500
"1739","Cambodia","Aquaculture","Channel catfish",4.2,"Freshwater fish",32506,0,0,0,1,8,15,25,45,80,130,95,110,200,240,280,290,370,320,330,380,390,500,540,618,602,573,602,762,3000,6000,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0
"1740","Cambodia","Aquaculture","Bighead carp",2.8,"Freshwater fish",8107,0,0,0,0,0,6,14,29,50,100,70,80,150,185,210,220,285,250,255,290,300,380,410,470,460,439,461,583,400,300,300,200,50,70,80,100,100,100,100,120,100,120,120,150
"1741","Cambodia","Aquaculture","Barramundi",3.8,"Marine fish",4680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,100,120,140,140,150,200,200,800,850,950,950
"1742","Cambodia","Imports","Atlantic salmon and Danube salmon",4.5,"Fish",134.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,16,115.89
"1743","Cambodia","Aquaculture","Asian swamp eel",2.9,"Freshwater fish",530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,50,80
"1744","Cambodia","Imports","Anchovy",3.12826679093283,"Fish",617.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.92,0,2.66,0,0,0,2.66,0,2.66,2.66,0,2.66,0,0,2.66,5.32,13.3,5.32,2.66,2.66,7.8736
"1745","Cameroon","Imports,Capture","Marine fish",3.07484830792594,"Fish,Marine fish",154007,357,402,701,3000,2986,3000,3000,3000,3000,2971,2804,2912,2947,3005,3012,3033,3000,3000,3740,0,0,0,0,0,953,907,830,670,1800,2869,2869,2869,4933,9115,8628,8586,7612,6116,4761,3537,4,11444,12738,12896
"1746","Cameroon","Imports,Capture","Mackerel",3.50073374727043,"Fish,Marine fish",1128137.7808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32884.52,13537,13500,8507.74,9822.42,6025.52,10304.06,14168.96,10948.28,10344.58,24036.3,32295.32,19581.28,29286.28,75812.44,73018.32,75406.18,87619.56,99200,129595.06,99358.96,103989.78,79421.64,22153.46,13138.96,8035.12,6491.28,5965.12,8049.32,5640.3208
"1747","Cameroon","Imports,Capture,Aquaculture","Freshwater fish",2.90532835191934,"Fish,Freshwater fish,Freshwater fish",1688229.66,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,22000,22000,22000,23000,27000,30000,35000,40000,45000,50000,55000,52500,65000,55050,65050,75050,75050,74395,74715,75015,68015,61015,54015,47015,40015,34015,28000,30292,30636,31386.66
"1748","Cameroon","Imports,Capture","Flatfish",3.71727041176146,"Fish,Marine fish",30812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,12,0,1,80,70,79,57,227,245,49,6,18,589,1261,2006,2514,3382,4123,4573,5208,5979,0,133,0
"1749","Cameroon","Imports,Capture,Capture,Capture,Capture","Crustacean",2.5,"Crustacean,Crustacean,Crustacean,Crustacean,Crustacean",441428.144,1160,1831,0,886.62,0,347.48,412.2,651,435.7,245.62,566,407,318,144.38,103,589.89,0,244.27,333.27,157.54,260.27,0,0,0,129.54,10094.27,10215.81,10504.4,10578.97,12279.43,10296.13,12293.86,15839.94,19922.67,23116.53,22743.24,25230.26,27871,30586,33199,35879,38920,42135.1,43867.074
"1750","Cameroon","Imports,Capture","Croaker",3.7840031491257,"Fish,Marine fish",149749.4,101,73,106,106,109,41,62,0,18,9,9,14,14,10,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1000,3500,6000,8500,11000,13500,16000,18788,20443,21727,28094.4
"1751","Cameroon","Imports","Whiting",4.4,"Fish",275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
"1752","Cameroon","Capture","West African ilisha",3.6,"Marine fish",1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,471,501,530
