"","Country","Detailed.production.source","Aqua.Cap.items","Mean.Trophic.Level","Taxon","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"8637","Netherlands","Imports","Fish",3.44121161326702,"Fish",129435.0285,0,0,0,0,91.5699999999997,0,0,0,0,362.98,2029.03,3564.29,5486.45,4433.68,5014.45,8082.4,5118.93,0,0,0,0,6962.93,6490.29,4281.04,5537.37,5965.61,8704.99,16915.52,13987.36,21573.94,20440.47,44766.12,2351.25,12135.74,10710.53,12228.68,3808.78000000001,1871.91,3196.89,0,0,0,0,0
"8638","Netherlands","Imports","Euthynnus other than skipjack",4.5,"Fish",0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,44,10,205.94,0,29.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.46,103.78,0,0,0,131.28,0
"8639","Netherlands","Capture","European sprat",3,"Marine fish",64015,1440,1661,3052,1094,4356,4599,7259,4855,899,1617,206,508,358,401,1235,846,229,326,609,402,293,806,54,264,307,136,169,508,118,3,106,124,5,4,1722,6144,3899,1140,2774,3384,2016,1812,2274,1
"8640","Netherlands","Capture","European seabass",3.5,"Marine fish",5162,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,8,1,49,32,60,79,96,164,191,327,308,376,380,395,399,394,379,370,253,218,156,132,172,210
"8641","Netherlands","Capture","European perch",4.4,"Freshwater fish",13810,745,545,344,372,625,848,711,631,442,622,559,545,250,708,761,322,360,340,136,219,376,336,155,177,170,150,131,140,140,140,140,140,140,140,140,140,130,120,120,120,120,120,120,120
"8642","Netherlands","Capture","European hake",4.4,"Marine fish",7351,66,53,48,91,104,196,126,156,113,38,25,102,154,129,132,117,181,144,75,78,111,62,75,98,43,72,18,24,24,40,37,95,157,193,251,494,226,142,225,831,795,190,521,499
"8643","Netherlands","Capture","European flounder",3.3,"Marine fish",67805,2089,1773,1549,1273,813,1072,1599,2063,4,2,2,10,682,918,1,16,31,35,0,0,0,0,4942,3159,2658,2621,3530,3172,3723,3364,4021,2927,2233,2126,2617,2549,1678,1213,1333,1415,1282,956,1150,1204
"8644","Netherlands","Imports","Eels",3.23073692584139,"Fish",49531.1692,2315.5,2340,2695,3281.5,3202,2328,2329.5,2101,2390.5,1862,2069,1871.5,2197,1893.5,1868.5,2001.5,1363.5,1366,1500,1591,1131.5,901.5,1254,619,288.5,880.5,520.5,1251.5,608.5,151,0,481.5,0,0,0,0,0,0,0,74.24,546.56,1062.42,800.58,1112.4092
"8645","Netherlands","Imports","Dogfish sharks Squalidae",4.41421574678134,"Fish",185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,46,66,70,157,38,27,156,269,0,0,194,187,199,44,39,33,33,0,0,1,13,29,0,57,17,21,0,0,0
"8646","Netherlands","Imports","Dogfish and other sharks",4.30191852360143,"Fish",7797.1575,0,38,79,20,3,65,0,64,32,92,172,155,138,68,21.25,45.25,72.75,624,1513,3618.25,1840,518.25,536.5,0,33,103.75,26.25,0,0,0,0,41,11.25,0,0,0,25,55,19.25,55.75,0,0,0,0
"8647","Netherlands","Imports","Demersal fish",3.7431270899643,"Fish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8648","Netherlands","Imports","Cusk-eel",4.18295439186282,"Fish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,0,0,3,4,13,0,0,0,71,0,0,0,0,0,86,0,0,15,10,10,0,0
"8649","Netherlands","Capture","Common dab",3,"Marine fish",148790,3497,4144,3526,4743,5029,4737,5138,5380,0,0,0,0,3419,2521,0,0,0,0,0,0,0,0,7983,8656,6544,5969,4955,5138,5162,5478,5210,6472,5638,4650,5349,4853,4257,3650,3205,2780,2871,2278,2614,2944
"8650","Netherlands","Imports","Cod and hake and haddock",4.13647975253697,"Fish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156.3,2246.34,1184.71,0,0,0,0,0
"8651","Netherlands","Imports","Cod",4.1072514040651,"Fish",532391.8566,0,6093.65,3553.34,5023.19,4485.92,1385.73,1990.05,1449.96,1143.56,439.599999999999,1089.65,0,0,0,0,0,0,681.17,562.959999999999,28193.46,28032.23,21495.05,5063.83,0,27143.75,50535.38,0,8238.3,16860.57,13231.17,33673.14,26349.01,31764.64,50378.78,42562.29,37249.29,41708.41,64126.16,55993.28,8878.16,0,0,0,0
"8652","Netherlands","Imports","Cobia",4,"Fish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,86,74,0,82,0,0
"8653","Netherlands","Capture","Chub mackerel",3.4,"Marine fish",19774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,5989,3609,2331,1916,116,0,0,0,386,457,0,4759,0,0
"8654","Netherlands","Capture","Chilean jack mackerel",3.3,"Marine fish",362352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6187,62137,46503,38623,38822,11162,1129,0,0,10037,17091,0,130661,0,0
"8655","Netherlands","Imports","Catshark and nursehound",3.84428300442204,"Fish",334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,42,0,0,16,0,1,0,0,0,27,15,7,0,0,0,0,0,41,8,277,0,0,16,0,69,0,0,0
"8656","Netherlands","Imports","Catfish",3.59658684575278,"Fish",151782.3725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17008.75,18227.5,16960.75,18096,18541.25,17450.25,16344.5,8844.5,10646.25,9662.6225
"8657","Netherlands","Imports","Carps and eels and snakeheads",2.54046911012255,"Fish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,97.5,41.25,0,65,56.8375
"8658","Netherlands","Imports","Carps",2.42542362506265,"Fish",0,0,0,0,0,0,2,0,0,0,0,0,43,118,23,13,0,14,0,0,0,0,0,0,13,0,29,14,4,0,4,5,5,0,0,0,27,43,0,30,3,482,441,379,275.65
"8659","Netherlands","Imports","Cape hake",3.90138004292569,"Fish",93691.7825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438.5,3229,2216,3909.5,4605.5,3328,3611.75,3589.25,3036,3219.75,2805.5,3805.75,4083.75,4256.5,4057.75,1656.75,4376.75,6028,4527.25,6618.75,6427.5,7971.25,4893.0325
"8660","Netherlands","Capture","Bullet tuna",4.4,"Marine fish",1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,115,9,150,85,30,164,5,85,12,6,90,45,233,13
"8661","Netherlands","Imports","Brisling or sprats",2.96180553611629,"Fish",0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,110,0,110,2552,0,0,0,410,333,0,1075,0,0,0,0,0,0,0,0,0
"8662","Netherlands","Capture","Brill",4.4,"Marine fish",36410,975,1199,1014,932,757,961,1014,1173,0,0,0,0,120,223,480,1111,1196,1647,1235,943,736,598,811,809,1005,1093,908,937,779,721,771,858,653,788,1074,1042,1085,973,859,1172,973,1006,817,962
"8663","Netherlands","Imports","Bonito Sarda spp",4.49069423508899,"Fish",43844.2746,0,119.7,263.34,356.44,489.44,739.48,885.78,1165.08,2303.56,1444.38,2080.12,5099.22,5019.42,5796.14,6764.38,6522.32,2500.4,438.9,337.82,50.54,345.8,212.8,162.26,55.86,55.86,0,0,0,0,0,0,50.54,21.28,0,0,0,74.48,87.78,172.9,0,0,266,2.66,0
"8664","Netherlands","Capture","Boarfish",3.1,"Marine fish",1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,443,199,171,313
"8665","Netherlands","Capture","Bluefish",4.5,"Marine fish",195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,8,0,9,0,0,36,3,0,0,0,3,29,0,0
"8666","Netherlands","Imports","Blue whitings",4.01294210613684,"Fish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,125,71.25,0,0,30,6.25,0,0,0,0,0,0,0
"8667","Netherlands","Imports","Blue mackerel",4.2,"Fish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,138,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8668","Netherlands","Capture","Blonde ray",3.8,"Marine fish",545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,24,58,30,30,45,33,104,111,94
"8669","Netherlands","Capture","Beaked redfish",4.2,"Marine fish",621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,374,243
"8670","Netherlands","Capture","Bastard grunt",3.8,"Marine fish",208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,3,180,0,5
"8671","Netherlands","Capture","Atlantic wolffish",3.6,"Marine fish",1212,13,16,10,9,13,69,21,54,0,0,0,0,100,180,104,109,101,71,58,50,6,16,36,21,10,2,3,1,1,2,2,2,2,4,6,4,4,6,11,3,6,11,15,60
"8672","Netherlands","Imports","Atlantic salmon and Danube salmon",4.5,"Fish",87450.73,0,693,934,1297,927,991,912,829,916,939,1055,984,295,207,69,292,222,57,67,61,60,0,0,85,217,0,0,83,97,0,0,0,0,0,130,0,7125,9105,9810,5564,6095,11823,11587,15876.73
"8673","Netherlands","Imports","Atlantic redfish",4.02753936573225,"Fish",46166.585,0,21.25,33,73.25,41.75,9.25,107,0,0,114.75,110.25,289.5,149.75,369,377,453.75,415,814.75,812.5,1787.75,1244,1384.25,1384,2346.25,2970.75,3890,2605.5,859.5,1393.5,1261.75,2787.75,2955.75,4558.25,4181.25,2823,1190.5,1332.5,0,840.25,0,1779.75,830.25,88.25,0
"8674","Netherlands","Capture","Atlantic pomfret",4.1,"Marine fish",535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,6,3,22,28,452,0,12
"8675","Netherlands","Capture","Atlantic horse mackerel",3.7,"Marine fish",3001314,431,2330,10817,32172,25488,65925,96189,76536,76546,88163,60025,65574,50503,67793,98424,123759,122553,146423,101845,113828,135965,122683,103248,84891,65994,84011,56575,68071,66678,67810,63599,61369,62966,61538,79220,76397,78842,62512,26224,37623,27673,19882,30707,31512
"8676","Netherlands","Imports","Atlantic halibut",4,"Fish",621.175,0,71,105,71,0,69,0,3,0,0,0,110,73,102,52.5,132.5,0,0,67.5,206,35,52,30.5,60.5,28,113,0,21,0,13.5,161,0,65.5,90,0,0,0,0,0,0,22,83,23,0
"8677","Netherlands","Capture","Atlantic chub mackerel",3.9,"Marine fish",136653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,3202,1836,1561,12005,12708,23254,25171,7537,3486,1186,1824,1145,1682,7613,12247,921,1265,3881,4432,5031,0,0,3809
"8678","Netherlands","Capture","Atlantic bumper",3.5,"Marine fish",183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,24,33,54,10,2,0,0,0,0,0,0,0
"8679","Netherlands","Capture","Atlantic bonito",4.5,"Marine fish",19242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,1625,2171,966,1507,1791,1793,530,742,429,336,344,539,539,612,2047,104,1075,54,11,124,79,39,91
"8680","Netherlands","Imports","Atlantic and Pacific bluefin tuna",4.5,"Fish",3062.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,6,0,0,0,0,5,0,0,0,0,41,38,0,0,0,0,0,821,1283,575,486.39
"8681","Netherlands","Imports","Argentine hake",4.2,"Fish",1664.2525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692.5,1816.5,923.75,0,369.75,155.5,379.25,256.5,51.5,352.25,451,0,0,335.5,238.75,71.25,104.5,44,30,85,212.75,120.5,0
"8682","Netherlands","Imports","Anchovy",3.12826679093283,"Fish",30188.0872,0,246.14,208.4,323.14,229.2,428.58,283.92,238.86,321.38,338.18,335.34,180.88,429.84,430.12,492.42,540.24,462.04,510.4,765.1,450.54,509.44,651.98,350.82,491.1,490,488.52,450.12,555.68,819.46,826.48,1951.56,1998.38,2244.98,906.32,1063.18,1259.3,1143.34,1841.34,833.8,107.82,316.82,1116.1,1202.48,1354.3472
"8683","Netherlands","Imports","Anchovies Engraulis spp",3.07796794982842,"Fish",2429.65,0,0,0,0,4,0,0,0,0,0,0,0,43,16,86,28,57,110,169,148,152,92,77,77,67,88,4,1,2,1,13,74,266,146,182,147,121,121,47,7,70,271,159,133.65
"8684","Netherlands","Imports","Anchovies and Indian mackerels and seerfishes",3.1404766634131,"Fish",1745.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,813,56.4
"8685","Netherlands","Imports","Albacore",4.3,"Fish",0,0,3,32.75,2,0,4,11,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,6,16,67,34,34,0,18,61,131,0,0,0,0,0,0,0,0,4,39,34,75.05
"8686","Netherlands","Imports","Alaska pollock",3.6,"Fish",292665.4786,0,0,0,0,0,0,0,0,0,0,1,0,18,0,3177.25,2796.5,2396.75,3978.32,3303.55,4156.48,4434.9,2549.38,4558.27,3206.5,4381.5,9362.17,9237.35,14195.2,21740.2,0,16465.8,16860.91,17076.82,26934.3,17851.04,23755.87,17234.9,19043.18,17950.17,14391.76,16998.48,0,0,10917.5386
"8687","New Caledonia","Imports,Capture","Skipjack tuna",4.4,"Fish,Marine fish",1919.666,0,0,0,0,0,226,827,414,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,187.3,170.24,57.126
"8688","New Caledonia","Imports,Capture","Marine fish",3.92798866084263,"Fish,Marine fish",66692.3125,2666.44,2851.94,2201.58,2593.62,2320.18,2290.28,1457.94,1770.01,2583.38,2262.54,1133.17,1478.09,2441.3,2761.34,2552.95,2482.64,2536.47,709.68,930.3,840.81,1040.38,916.32,1024.58,1039.31,1208.91,1184.58,1298.92,1074.9,935.02,995,1090.88,1255.72,1352,1302.78,1506.76,1577.42,1493.26,1316.12,1295.8,1241.9,1247.64,272.32,130.91,26.2225
"8689","New Caledonia","Imports,Capture","Mackerel",3.57909224821102,"Fish,Marine fish",13468.209,0,7,23,53,24,67,92,102,52,87,766,653.34,49,35,69,69,26,599.66,609.4,612.78,829.22,607.4,343.4,552.02,424.34,378.46,352.2,562.72,344.56,372.84,480.36,445.72,554.84,350.78,362.54,280.12,351.02,395.16,318.66,331.02,265.5,249.3,157.74,162.109
"8690","New Caledonia","Imports,Capture,Capture,Capture,Aquaculture","Crustacean",2.5,"Crustacean,Crustacean,Crustacean,Crustacean,Crustacean",19941.79576,351.83,327.18,319.07,324.99,895.84,345.07,304.83,296.94,306,312,234.7904,308.4306,338.85,250,327,307,356,547.011,595.0611,592.8008,733.471,628.5311,742.4511,545.7009,599.671,202.1811,527.8909,507.6305,803.9208,822.4106,616.3508,678.5909,905.831,958.7008,616.0007,994.5205,1007.021,838.1108,0,56.8804,10.1604,0,103.3604,0
"8691","New Caledonia","Imports,Capture","Cephalopod",3,"Cephalopod,Cephalopod",1937,0,0,2,2,1,1,6,10,12,17,48,51,59,59,58,63,66,74,55,60,54,47,51,55,65,50,60,60,63,68,76,81,50,26,63,94,63,69,56,76,66,0,0,0
"8692","New Caledonia","Capture","Yellowfin tuna",4.4,"Marine fish",7667.07,0,0,0,0,0,3,41,34,0,133,0,84,2,0,331,142,121,55,0,182,0,121,124,373,250,279,445,319,200,201,239,318,330,289,323,345,315,306,473,507,325,365,357,464.07
"8693","New Caledonia","Capture","Tuna and bonito",4.45714285714286,"Marine fish",4469,0,2,11,40,4,14,12,49,170,164,57,96,100,74,40,181,0,0,25,111,97,69,58,76,7,14,0,18,86,197,187,210,213,228,236,260,228,246,308,199,202,178,2,0
"8694","New Caledonia","Imports","Tuna",4.41419355212676,"Fish",6521.5686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.14,218.02,209.76,233.3,360.58,0,0,0,92.88,52.02,148.84,378.11,487.95,526.58,582.44,733.14,603.48,635.74,449.54,499.08,526.68,487.61,335.32,453.44,7.21,32.08,2.0886
"8695","New Caledonia","Capture","Swordfish",4.5,"Marine fish",560,0,0,0,0,0,0,0,2,6,6,14,17,5,7,13,15,9,9,8,10,10,9,26,17,40,41,46,48,17,12,10,19,15,7,8,10,10,9,14,9,8,22,8,24
"8696","New Caledonia","Capture","Striped marlin",4.5,"Marine fish",3461,0,0,0,0,0,0,0,21,23,71,85,100,63,123,168,75,71,40,193,89,101,60,159,91,160,165,185,193,211,74,54,63,103,71,65,76,57,51,60,58,69,77,52,84
"8697","New Caledonia","Capture","Snapper",3.97941176470588,"Marine fish",933,0,0,0,0,0,0,0,0,9,11,9,8,13,16,14,25,81,48,56,38,45,36,43,22,24,23,17,13,12,10,28,34,47,35,31,27,26,16,11,19,22,20,22,22
"8698","New Caledonia","Capture","Shortfin mako",4.5,"Marine fish",328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,26,14,13,14,29,28,38,38,4,18,33,1,0,0,0
"8699","New Caledonia","Imports","Sardine and sardinella and sprat",2.93709866150701,"Fish",798.0592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,2,18,3,2,6,4,143,4,7,8,5,5,3,4,74.48,85.12,414.4592
"8700","New Caledonia","Aquaculture","Sandfish",3.3,"Marine fish",139.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,39.22
"8701","New Caledonia","Imports","Salmonids",4.22855634639059,"Fish",114,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,22,28,26,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,3,2,0,0,0,0,0
"8702","New Caledonia","Imports","Salmon",4.27000745885248,"Fish",3900.0736,0,0,0,0,0,0,0,0,0,0,15,22.5,0,0,0,0,0,50,45,62.5,52.5,115.9,133.88,180.54,138.08,148.52,112.76,132.56,125.88,127.24,144.4,156.74,133.86,108.52,151.5,140.36,218.6,152.7,249.48,282.3,248.23,186.37,101.41,162.7436
"8703","New Caledonia","Imports","Pilchards Sardinops spp",2.8,"Fish",30218.2118,0,0,0,0,0,0,0,0,0,0,798,680.96,0,0,0,0,0,731.5,981.54,845.88,976.22,678.3,1143.8,901.74,883.12,1646.54,1013.46,1324.68,1095.92,1090.6,1284.78,1005.48,1518.86,899.08,1228.92,1090.6,1242.22,1250.2,1037.4,962.92,1460.34,1497.58,923.02,24.5518
"8704","New Caledonia","Capture","Narrow-barred Spanish mackerel",4.5,"Marine fish",668,0,0,1,4,11,8,16,14,13,17,7,29,5,44,25,22,35,20,11,12,19,3,16,41,4,3,24,14,3,3,13,42,25,57,20,26,8,9,3,8,4,8,14,7
"8705","New Caledonia","Capture","Mullet",2.38333333333333,"Marine fish",3488,0,6,3,38,7,59,113,135,106,99,118,104,93,108,161,78,140,90,48,33,20,61,64,63,75,88,73,57,74,66,52,62,58,66,84,87,76,99,114,103,114,115,131,147
"8706","New Caledonia","Imports","Herring",3.30015567524819,"Fish",609.31,0,0,0,0,0,0,0,0,0,0,2.5,5,0,0,0,0,0,42.24,5,7.5,10.16,10.16,12.66,5.32,47.88,25.32,27.98,33.14,35.96,36.44,20.8,28.3,28.3,15.48,20.48,25.8,31.12,28.46,23.14,25.64,20.48,10,15,9.05
"8707","New Caledonia","Imports","Grenadiers",4.16181192412374,"Fish",212.0875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,63.75,58.75,44.5875
"8708","New Caledonia","Imports","Fish",3.44121161326702,"Fish",3965.1435,64.86,56.4,33.84,36.66,47.94,31.02,39.48,2.82,0,0,0,0,0,0,0,0,0,2.82,2.82,2.82,0,121.75,120.82,13,16,84,47.25,10.75,124.07,165.5,163.57,241.57,255.57,0,226.57,234.32,302.32,245.82,66.82,71.57,65.5,274.59,308.24,495.8135
"8709","New Caledonia","Imports","European pilchard",3.1,"Fish",1487.5608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1483.5608
"8710","New Caledonia","Imports","Common sole",3.2,"Fish",108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,5,2,3,4,3,6,8,6,9,7,6,7,8,6,5,5,3,0
"8711","New Caledonia","Capture","Blue marlin",4.5,"Marine fish",812,0,0,0,0,0,0,0,8,10,19,11,30,15,24,18,9,15,15,22,14,11,8,9,15,60,62,70,73,79,21,9,11,8,9,10,23,3,0,23,21,15,34,13,15
"8712","New Caledonia","Capture","Black marlin",4.5,"Marine fish",1514,0,0,0,0,0,0,0,3,2,24,39,95,76,82,88,91,43,48,52,31,25,23,33,37,27,28,31,33,0,28,24,35,39,34,42,55,66,53,40,35,30,65,28,29
"8713","New Caledonia","Capture","Bigeye tuna",4.5,"Marine fish",3652.48,0,0,0,0,0,0,0,1,10,17,19,37,20,27,60,60,27,106,78,103,233,234,498,553,517,128,189,140,85,71,35,53,44,30,23,18,14,14,21,47,37,35,38,30.48
"8714","New Caledonia","Imports","Atlantic salmon and Danube salmon",4.5,"Fish",119.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,6,5,3,6,7,5,6,15,10,7,8,12,1,0,0,0,7,4,6.03
"8715","New Caledonia","Imports","Anchovy",3.12826679093283,"Fish",561.4994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.58,23.94,21.28,15.96,26.6,18.62,21.28,13.3,15.96,15.96,18.62,15.96,18.62,18.62,21.28,29.26,21.28,13.3,15.96,23.94,18.62,18.62,23.94,21.28,23.94,39.9,10.8794
"8716","New Caledonia","Capture","Alfonsino",4.2,"Marine fish",1151,0,0,0,0,0,0,0,0,0,0,0,0,138,343,439,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8717","New Caledonia","Capture","Albacore",4.3,"Marine fish",28498.07,0,0,0,0,0,0,0,12,102,131,115,411,9,101,777,895,670,123,750,146,361,182,743,690,895,811,705,414,924,765,938,776,957,979,1077,1209,1264,1233,1327,1335,1549,1601,1629,1892.07
"8718","New Zealand","Imports,Capture,Capture","Yellowfin tuna",4.4,"Fish,Marine fish,Marine fish",46150.66,0,0,15,16,51,26,2,197,182,160,7,8,0,0,0,0,0,0,2,11,35,38,32,38,1762,1738,4464,5471,6614,2867,3072,4906,4723,2375,1668,1558,1029,1280,1038,322,329,236,234,246.66
"8719","New Zealand","Imports,Capture","Southern blue whiting",3.3,"Fish,Marine fish",505555.1725,0,0,0,0,518,1152,3731.25,2410,761.25,85.75,931.25,2540.5,3907,10431.25,9958.75,6315.5,22922.5,0,1244,9718.5,1171,7967.25,31461.75,35252.75,18899.5,25148.5,35168,23518.25,15504.5,18411.5,15686,14822.5,20483.25,20908.25,22657.75,15352.25,14886.75,15155,15445.75,11853.75,14919.5,8729,7622,19309.6725
"8720","New Zealand","Imports,Capture,Capture,Capture","Skipjack tuna",4.4,"Fish,Marine fish,Marine fish,Marine fish",183808.73,0,0,3252,1403,2844,0,3567,0,1892,1258,552,302,264,777,0,0,565,545,871,655,215,680,1426,1421,2098,5816,25213,13485,11181,12940,13083,19893,14405,20136,11826,6981,6769,7596,5358,0,389,0,1043,1073.73
"8721","New Zealand","Capture,Capture","Short-finned eel",4.3,"Freshwater fish,Marine fish",47707,1568,1014,1734,1802,1567,1207,1042,1362,1590,1703,1358,1114,1281,1315,1412,1383,1665,1475,1962,1797,1002,980,1293,1151,1055,1075,923,797,695,777,756,715,591,536,583,669,752,1031,590,504,480,494,490,417
"8722","New Zealand","Capture,Capture","Ridge scaled rattail",3.7,"Marine fish,Marine fish",71375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,1579,5197,4350,3670,2394,3094,3866,4223,3636,2660,2668,1900,2157,2045,2246,1679,2441,2906,2421,2425,2919,3983,3076,2931
"8723","New Zealand","Capture,Capture,Capture","Patagonian toothfish",4.5,"Marine fish,Marine fish,Marine fish",8931.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,5,43,1,0,14,0,442,3,0,394,531,814,1182,363,458,403.74,638.9,421.3,457.51,413.92,523.66,383.56,377.88
"8724","New Zealand","Imports,Capture","Oreo dories",3.72497840108568,"Fish,Marine fish",381216.24,0,0,0,0,15848,15854,15565,12101,10941,19500,13181,14718,17489,15289,18158,16984,16773,19016,19430,19098,15956,18046,18320,19197,20677,13949,0,0,0,0,0,0,0,0,0,0,6490,6940,6109,8095,4962,3708,7282,4641.24
"8725","New Zealand","Imports,Capture","Orange roughy",4.3,"Fish,Marine fish",923178.24,0,0,0,5000,26027,22367,27626,39677,36340,39721,44609,48935,54892,51515,48955,35703,36528,29691,32446,35765,27801,20317,21321,23324,18034,14529,17795,17346,17043,17368,13268,11237,11611,10951,10016,6604,5405,6119,7578,6516,4400,6174,6367,6257.24
"8726","New Zealand","Imports,Capture","Marine fish",3.97494472943393,"Fish,Marine fish",0,0,0,0,726.66,111.980000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5881.26,3093.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8727","New Zealand","Imports,Capture","Jack and horse mackerel",3.59995082353041,"Fish,Marine fish",441051.79,309,683,911,350,0,0,0,0,0,22,10621,9061,11989,13377,17413,19740,13651,12330,15457,15791,8196,10752,16174,10806,11801,12645,12717,16915,17876,15457,8631,21054,19263,13118,9174,15168,8327,13263,13342,7527,8850,11706,11864,12763.79
"8728","New Zealand","Imports,Capture,Capture","Grenadiers",4.13844232404359,"Fish,Marine fish,Marine fish",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
