"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"3568","Salmonids","Sudan",1679.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,58,530,850,58,28,1,103.37
"3569","Sardine and sardinella and sprat","Sudan",1664.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.18,0,251,353.2,600
"3570","Trout and char","Sudan",1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,680,600,0
"3571","Albacore","Suriname",389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,5,33,16,324,0
"3572","Bigeye tuna","Suriname",1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,64,81,282,301,327,196
"3573","Cod","Suriname",8080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,912,1015,1117,2924,1430,0,11,12,31,54,20,0,0,0,0,0,0,2,0,0,0,0,0
"3574","Common dolphinfish","Suriname",112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,22,39,18,5,5,10,0,0
"3575","Croaker and drum","Suriname",131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,54,20,18,22,0,0,0,0
"3576","Crustacean","Suriname",177925.41,471,673,184,295,372,458,288,292,254,232,330,397,58.42,83.82,45.72,35.56,7.62,27.94,2996.1,2439,6388,6990,5600,12050,15260,17420,6674.52,6966.77,7421.77,6249.42,6150.98,6050.97,4475.42,5693.52,4100.25,3183.02,4889,4912,5862,5701,7294,7607,8111,2934.59
"3577","Fish","Suriname",120812.5003,0,0,0,0,0,1310.52,1528.62,2328.72,2244.84,2643.48,1012.8,3274,655.72,538.47,772.09,446.7,317.39,417.36,975.81,1377.64,605.76,2018.79,2713.56,11937.27,7796.73,8272.15,1846.15,2132.06,1599.99,1784.91,2737.77,1707.16,2251.24,3526.95,2721.16,6600.45,3074.71,3011.86,3055.66,4006.12,2793.36,5826.43,4999,13949.1003
"3578","Freshwater fish","Suriname",1963.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,24,13,10,30,55,173,187,135,65,6,45,23,236,48.75,32.5,796.25,0
"3579","Grouper","Suriname",229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,0,5,8,1,4,13,49,43,30,44,23,0,0
"3580","Mackerel","Suriname",4177.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,143.36,142,287.64,360.82,343.98,355.66,5.66,246.14,87.66,130.48,277.44,397,445,468,482,2
"3581","Marine fish","Suriname",126924.68,0,0,0,0,0,0,0,0,0,0,0,0,288,520,683,409,693,1108,3191,3207,3281,5234,0,182,278,94,2595.64,2653.55,2592.37,2064.17,2145.56,2251.07,6313.25,7263.07,8557.5,5152.5,8916.25,9750,8839.25,9455.25,10349,11960,5472.5,1425.75
"3582","Salmon","Suriname",455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,41,1,101,79,112,5,9,11,5,16,36,23,9,0,0
"3583","Sardine and sardinella and sprat","Suriname",8740.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.64,53.2,260.68,196.84,744.8,664.34,1006.48,779.38,981.54,542.64,21.28,715.54,183.54,42.56,819.28,824.6,74.48,0,0,818.355
"3584","Sea catfish","Suriname",218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,54,87,44,0,0
"3585","Shark and ray and skate","Suriname",1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,60,34,14,49,6,25,84,296,27,73,82,73,108,103,31,206,386,0
"3586","Skipjack tuna","Suriname",152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,101,0
"3587","Snapper and jobfish","Suriname",19182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,835,831,1035,1302,1654,1435,1225,1474,1144,1186,1262,1310,890,1244,1104,381,0
"3588","Tuna","Suriname",2517.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,79,3,0,0,0,0,0,0,0,0,0,0,0,77,80.5,158.25,552.5,298.75,782.75,365,0
"3589","Yellowfin tuna","Suriname",12870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,1167,1896,1829,1305,1794,1948,1671
"3590","Alaska pollock","Sweden",81944.5075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3428.81,2946.36,1301.26,1605.3,1266.14,1358.17,2302.35,3560.87,3331.17,3547.49,3881.13,4853.53,5573.87,4569.32,4253.56,4879.52,4914.47,4724.52,4086.11,3498.88,3679.88,3246.33,2355.39,1538.55,1241.5275
"3591","Albacore","Sweden",6217.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2585,3607,0,0,0,1,5,0,1,0,0,0,0,0,1,1,1,13,1,1.32
"3592","Anchovies and Indian mackerels and seerfishes","Sweden",140.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,79,9.48
"3593","Anchovy","Sweden",10227.0616,0,0,0,0,0,0,0,0,0,0,0,0,555.94,377.72,303.24,343.14,462.84,2109.38,3077.62,226.1,53.2,50.54,87.78,82.46,82.46,50.54,29.26,26.6,85.12,47.88,406.98,566.58,202.16,180.88,69.16,119.7,135.66,87.78,61.18,66.5,69.16,95.76,58.52,55.2216
"3594","Angler","Sweden",15653.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,15,69,143,348,628,525,728,979,749,1193,1272,1138,1436,1592,1295,1015,672,274,136,133,212,444,630.6
"3595","Atlantic and Pacific bluefin tuna","Sweden",1514.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,0,0,0,0,0,0,8,2,2,1,2,2,6,3,0,11,0,0,0,7,0,0,2.53
"3596","Atlantic cod","Sweden",462454.73,254.5,225.75,162.5,283.75,360.5,596.5,1180.75,2604,3518.75,3853.75,3132.75,3285.5,3410.75,4185.25,8110.25,7029,3705.75,3108.25,4854.75,19412.75,19554,15406.25,8348,9044,9595.25,9875.5,7959.5,10446.25,11513.5,8720.5,11384.5,12303,10383.75,10856.75,11188.5,12754,12580.25,21883.25,27708.75,27711.25,30440.75,33750.75,31518,24252.73
"3597","Atlantic halibut","Sweden",7747.14,6,2,284,68,51,26,39,41,3,2,4,1,0,39,25,9,4,7,50,0,25,11,46,40,52,37,112,193,268,375,553,318,244,243,352,328,581,569,569,483,414,459,376,438.14
"3598","Atlantic herring","Sweden",1013349.31,50140.43,58266.74,52172.16,84719.08,92144.29,88471.95,88784.09,86519.92,76789.08,59402.81,43369.89,28964.29,10388.61,17740.42,17503.74,25213.29,34109.85,30997.38,36360.29,31291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3599","Atlantic mackerel","Sweden",6197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3600","Atlantic redfish","Sweden",27778.4675,0,5,0,0,0,0,0,0,0,25,0,2,0,0,0,0,0,0,0,959,839.75,1311.75,1572,2136,2041.25,2047.5,2080.5,2010.75,1645.75,1226.5,897.25,549.5,730.75,1077.75,1310,924,820,749.75,630.25,532.25,309,421,470.25,453.9675
"3601","Atlantic salmon","Sweden",3372762.09,4,72,6,41,0,46,0,9,26,59,1,31,112,125,515,53,489,88,126,384,258,728,785,276,425,340,321,536,448,643,610,479,1121,477,765,741,364867,363347,402881,469890,448307,387280,459515,465535.09
"3602","Blue whiting","Sweden",138337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647,2559,2052,4743,5315,1554,10751,9449,14750,14170,22204,19275,16014,11516,2338,0,0,0,0,0,0,0,0,0,0
"3603","Blue whitings","Sweden",178.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,1,0,0,0,1,1.04
"3604","Brisling or sprats","Sweden",1451473.72,376,626,340,267,1095,1517,393,590,1822,2051,2777,3985,0,2,12,0,0,15,0,15455,63870,67848,64550,44239,46427,41945,44293,26003,29477,35634,74522,89768,83573,74258,73388,52591,43585,57930,59093,62080,70687,88872,80184,45333.72
"3605","Cape hake","Sweden",795.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.25,0,0,0,0,0,13.75,21.25,26.25,5,1.25,0,11.25,43.75,35,31.25,76.25,78.75,65,61.25,56.25,53.75,43.8
"3606","Catfish","Sweden",406.9125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,40,50,28.75,37.5,70,45,60,47.5,15.6625
"3607","Cephalopod","Sweden",215.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,4,7,16,10,15,13,7,3,0,1,0,2,15,7,10,16,31,5,17,6,12.85
"3608","Coastal fish","Sweden",327,23,12,2,0,0,19,13,4,50,15,93,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3609","Cod","Sweden",2051667.1416,4793.82,2259,1191,6347,12882.72,19765.38,16165.17,19946.07,26601.14,21516.25,14217.34,14958.92,21174.78,22339,19255,16938,6235.46,4909.82,16868,8283.9,13579.04,18647.73,22949.89,24422.11,29882.53,39469.04,35491.12,44830.1,59177.85,67197.5,73244.52,85908.36,76050.82,86810.7,126019.46,122399.05,114803.39,102682.07,105258.79,114778.35,114059.24,109129.1,99369.18,88859.4316
"3610","Cod and hake and haddock","Sweden",44851.1426,1056,1165.25,908,646,1348,1397.5,497.5,597,334,733,734,621.75,55.75,45.75,112,199.25,264.25,354.25,261.25,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487.27,892.84,855.41,2921.15,3836.16,6501.89,8480.93,8372.9926
"3611","Common sole","Sweden",1471.57,0,0,0,0,0,0,3,7,4,8,7,23,0,11,14,29,35,33,14,29,20,25,17,55,39,88,130,166,112,107,112,52,66,41,97,31,23,22,14,10,15,4,5,3.57
"3612","Crustacean","Sweden",239358.713728,2879.668,1605.5034,2139.8165,2605.0234,2824.7685,3356.1729,4536.2286,4170.938,4023.7443,3752.7562,4668.6119,4244.5909,2973.6858,2569.7385,2536.5663,2224.337,1983.8436,1865.4416,2152.5312,4285.6061,3387.2052,6501.4601,5988.9352,5311.6806,6175.3794,6335.8056,7657.9451,7609.193,9290.3621,8755.1117,6401.5774,8191.3588,7445.8438,6356.3457,8112.0796,8067.9756,7147.1659,7115.384,8299.7306,5549.8001,5865.8659,11452.313,10349.7675,10590.855128
"3613","Demersal fish","Sweden",159,0,0,0,0,0,18,0,4,0,0,10,4,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3614","Dogfish sharks Squalidae","Sweden",4668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,321,173,128,137,151,251,283,314,344,421,273,210,294,246,239,115,112,75,91,75,83,0,0,0
"3615","Eels","Sweden",30679.22,619,733,798,773,944,764,1020,880,998,1025,916,783,1071,842,770,957,1083,1091,1241,1046,983,891,725,1900,823,796,386,365,672,842,765,529,558,462,374,216,215,132,133,135,177,98,80,68.22
"3616","European hake","Sweden",1615,177,173,85,229,175,71,58,46,47,53,34,23,1,5,28,121,99,58,99,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3617","European perch","Sweden",2166,62,118,119,140,114,153,187,207,262,341,239,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3618","European pilchard","Sweden",1769.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796.24,127.68,15.96,34.58,74.48,13.3,69.88,329.54,18.62,55.86,10.64,13.3,10.64,10.64,15.96,5.32,15.96,0,34.58,13.3,15.96,47.88,13.3,23.94,1.729
"3619","European plaice","Sweden",4688.6975,80.5,12.25,20,2,7.25,1,10,18.5,13.5,60.5,37.25,195.75,97.25,47.25,585.5,436.25,110.5,32,52.75,65.25,36.25,69.25,55.25,92,145,180,203.25,259,213.25,189.5,201.75,179.25,154.25,104.5,78.5,76.75,111.75,93.5,63.5,57.75,83.5,82.75,41.75,31.1975
"3620","Fish","Sweden",460663.8915,2001.48,1727.98,2048.93,2885.2,3440.19,3113.29,3162.58,3699.55,3721.37,4693.08,4823.43,5222.38,3973.1,3972,3866.53,3911.71,5288.88,5268.94,4413.9,9318.67,8786.72,9149.91,12921.88,14622.97,13503.81,14660.36,16142.59,16434.13,14251.44,16084.56,15847.41,16530.1,19362.5,20781.05,24367,26135.14,17818.46,11041.34,12045.34,13214.21,13879.62,15830.35,20897.39,15802.4215
"3621","Flatfish","Sweden",7323.77,8,125.75,30.25,286.25,557,41.5,88.5,74,133.25,56,37.5,100,76.25,52,162.5,240.25,276,227,249.75,316,448,207,392,272,241,161,218,274,222,205,146,131,176,165,131,85,121.75,123,78,107.5,71.75,77,66.75,66.27
"3622","Flounder","Sweden",2774.9675,0,3,1,9,19,0,2,0,0,3,32,21,7,7,28,33,41,25,5,185.25,496,611,454.25,20,2.25,6,0,2,12,6.5,7,97.5,3.25,3.5,2.5,22.5,69.75,311,137.75,47.25,29.25,8.75,2.25,1.4675
"3623","Freshwater fish","Sweden",45932.1225,232,183,222,312,403,380,331,460,463,347,418,363,1173,1337.5,1392.75,1913.25,1974.5,1909.25,1530.75,4180.5,1669.25,1371.25,1780.25,1983,4053.25,1312.25,1670,1543.5,931.75,648,824,733,722.75,759,633.5,765,514.25,560.25,591.25,789,838.75,691.25,505,517.1225
"3624","Greenland cod","Sweden",171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,24,28,0,23,49,22,0
"3625","Greenland halibut","Sweden",10876.99,0,0,0,10,0,16.25,1.25,0,71.25,145,7.5,0,0,0,0,0,0,0,0,83,393,323,187,702,455,495,429,377,496,448,413,319,285,258,319,179,495,824,1116,544,539,439,344,163.74
"3626","Grenadiers","Sweden",1414.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,7.5,36.25,18.75,17.5,41.25,52.5,10,20,27.5,25,45,61.25,83.75,107.5,156.25,91.25,80,56.25,56.25,57.5,55,181.25,83.75,39.0625
"3627","Haddock","Sweden",107468.6625,487.75,345,59,149,52,139,581.5,319,448.5,568.75,620,372,147,677,801,908,2352,1019,692,1051.5,692.5,1312.75,1316.25,1221.25,1965.75,2631.5,3330.25,2610,2948.25,2692.25,3394,3566.75,2630,2365.75,3755.25,3802,6981.75,7301,7011,7242,6747.25,8166.25,5755,6240.9125
"3628","Hake","Sweden",22180.4344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,455.04,8544.9,408.9,473.4,757.47,602.42,622.24,702.14,665.35,657,797.25,788.78,462,582.96,701.15,881.23,615.38,481.36,564.72,396.56,461,310.75,361,456,427.4344
"3629","Herring","Sweden",2609876.0375,791.52,1387.26,1564.52,2032.8,2641.72,2247.06,1447.58,1545.5,903.34,356.88,645.82,752.52,18590.22,34908,43041.47,45318.12,34408.84,18234.81,13062.57,35557.51,117775.33,94252.69,107557.15,101536.72,120470.85,113466.15,98190.48,97910.43,100833.21,97673.74,93765.47,76128.59,80629.79,97509.31,109586.79,90380.35,80837,81113.75,75116.43,81977.14,93292.66,93863.15,114234.41,132336.3875
"3630","Jack and horse mackerel","Sweden",1637.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,0,0,0,0,0,0,0,71,0,4,0,0,313,23,48,3,818,1,23,0,0,95,179.06
"3631","Ling","Sweden",2864.96,1,2,0,1,2,22,8,76,74,4,7,5,1,6,21,39,70,62,87,40,1,8,45,10,10,33,36,96,137,153,157,128,142,161,184,111,125,123,100,98,114,126,105,133.96
"3632","Mackerel","Sweden",248599.1635,2341.66,1972.91,1650.32,2498,692,1637.56,336.79,816.36,876.45,184.62,149.14,1010.32,230.78,1719.22,639.44,252.32,684.42,3890.14,8891.24,4324.71,4179.46,4048.4,4654.38,2682.18,1726.38,1657.76,2235.91,2676.64,2695.41,2936.21,4171.69,2948.36,8966.4,14267.76,13501.3,13722.93,14803.1,14053.15,17050.84,17586.08,15154.68,15773.99,15282,17025.7535
"3633","Marine fish","Sweden",755098.29,20866.8,13808.21,2381.21,5255.42,8374.96,13449.46,16827.52,15869.08,17564.86,11467.68,14601.81,10123.1,25147,26606,31725,19471,39202,73241,74666,69544.75,8374.25,902.25,2964,10212,9783,4431.5,14453.75,9205.25,10013,3016.25,9628.25,4027.5,3106.5,6453.25,11404.25,17679.5,2428,20965.75,14064.75,27099.5,10534,25472.75,9221.75,9464.43
"3634","Northern pike","Sweden",6905,457,435,523,505,573,543,581,643,763,616,693,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3635","Pacific cod","Sweden",1793.9625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,51,23.5,27.75,26.75,92.75,101.25,21.25,5,3.75,32.5,50,27.5,47.5,36.5,57.5,17.5,39.25,17.5,28.75,77.5,268.75,202.25,155,183.9625
"3636","Pacific salmons","Sweden",10069.16,0,0,0,0,0,0,0,0,0,0,0,0,521,245,593,534,398,158,878,809,1291,1683,422,996,383,587,164,22,23,20,0,20,0,2,25,0,118,1,138,20,0,1,8,9.16
"3637","Pelagic fish","Sweden",57158.213,433.58,74.48,63.84,74.48,148.96,292.6,162.26,135.66,42.56,37.24,87.78,66.5,69.16,55.86,58.52,125.02,3583.02,5040.7,5341.28,13.3,7.98,0,0,0,2.66,0,39.9,53.2,29.26,29.26,23.94,696.92,2604.14,2723.84,2949.94,3673.46,4365.06,3734.64,3620.26,3359.58,3082.94,3152.1,3396.82,3705.513
"3638","Picked dogfish and catsharks Scyliorhinus spp","Sweden",233.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,88,76.48
"3639","Pollack","Sweden",2359.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,270,241,322,280,263,394,308.89
"3640","Rays and skates Rajidae","Sweden",193.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,34,18,11,42,40,25.7
"3641","Redfish","Sweden",3225.4675,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,10,20,28.5,269.75,319,256.5,994.75,217.75,115,36.5,16,12.25,9,38.5,17.5,57.75,20,14.25,33.75,41,165,53.75,160,132.75,184.9675
"3642","Saithe","Sweden",170966.95,22.5,30,31.25,0,0,100,0,1.25,95.25,277.75,510.75,350.5,680,419,518.75,1248.25,2325.25,3829.5,3628.25,3523.03,3694.13,3340.32,4093.42,4472.58,4224.66,5553.52,5575.09,5884.97,7182.05,5758.18,4989.18,5246.45,4498.24,5713.64,7385.64,7156.83,6531.04,5387.97,4921.33,6755.34,10054.07,11232.06,10746.39,12978.57
"3643","Salmon","Sweden",2559452.7198,491.56,309.38,304.06,372.36,333.46,405.96,391.94,607.14,703.3,648.28,771.46,1238.5,712.08,1220.16,758.8,712.24,869.68,731.12,1051.68,18093.63,12644.37,24716.75,30498.68,42164.26,50078.81,49806.93,54824.62,83295.83,110234.15,143454.91,173423.63,183588.59,225647.54,278891.29,298123.24,329342.63,63046.99,63212.84,58620.87,55705.73,51493.88,46629.89,48495.87,50783.6298
"3644","Salmonids","Sweden",22201.8409,223,280,255,336,264,242,168,163,138,195,196,735,209.94,511,624.98,792.2,815.58,972.64,751.28,221.94,144.64,112.28,261.42,690.46,277.28,242.28,434.7,293.9,224.46,173.52,122.26,221.16,189.84,320.22,570.2,503.9,905.44,947.61,486.99,1211.11,1670.95,2077.81,1041.5,983.3509
"3645","Sardine and sardinella and sprat","Sweden",121565.2994,4184.18,3266.48,4373.04,3053.68,2694.58,3508.54,4221.42,4327.82,5160.4,5072.62,5285.42,5189.66,6229.92,2460.98,3262.62,5234.84,4180.5,4037.1,3998.08,1343.3,1420.44,1417.78,1750.28,1691.76,2449.86,3019.1,2558.92,3005.8,3279.78,3003.14,2109.38,1117.2,1984.36,1505.56,1771.56,1353.94,1032.08,1143.8,973.56,513.38,736.82,707.56,997.5,936.5594
"3646","Shark","Sweden",6179,102,148,920,600,434,244,387,233,160,216,316,469,399,329,233,224,154,127,51,6,4,2,6,15,22,2,8,39,81,28,27,41,34,69,0,0,9,12,13,8,7,0,0,0
"3647","Sockeye salmon","Sweden",174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,21,32,3,0,19,14,3,27,0,0,0,0,0,0,0,0,0
"3648","Tilapia","Sweden",447.5775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.25,17.5,59.25,39.75,48.75,71.75,44.5,38.5,16.75,5.5775
"3649","Trout","Sweden",4911.2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,75,126.25,80,32.5,65,65,151.25,55,108.75,225,73.75,117.5,522.5,192.5,132.5,185,232.5,103.75,112.5,286.25,212.5,988.75,753.7125
"3650","Trout and char","Sweden",177130.965,0,0,0,0,0,0,0,0,0,0,0,0,4342,2241,2524,1399,764,556,1684,737.5,1226,1328.5,2179,1127.5,1400.5,2729,4370,5792.5,4986,4996,6441,5454.5,5865.5,6850,7234,6981,8353,7797,10564,14259.5,17785.5,11848,12503,10812.465
"3651","Tuna","Sweden",12232.0741,201.5,90.44,67.5,119.7,93.1,196.18,58.52,110.4,175.24,194.18,164.92,375.06,167.58,210.14,635.74,681.96,546.68,375.08,233.76,111.72,3348.46,280.41,59.52,130.34,15.96,31.51,272.31,280.14,189.54,276.07,434.83,289.78,508.51,218.73,200.43,199.18,136.91,165.51,197.77,24.71,15.64,91.34,31.73,23.3441
"3652","Tuna and bonito and billfish","Sweden",10113.9318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.32,391.02,327.18,473.48,372.4,359.1,332.5,305.9,372.4,380.38,321.86,337.82,436.24,383.04,481.46,489.44,481.46,460.18,585.2,516.04,478.8,414.96,388.36,409.64,343.7518
"3653","Turbot","Sweden",150.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,12,18,20,17,1,6,4.58
"3654","Whiting","Sweden",3078.36,0,0,0,0,0,0,0,0,4,3,6,7,0,8,16,40,41,23,8,2114,8,361,1,21,10,30,23,21,25,11,41,47,11,9,12,22,34,23,13,42,29,3,6,5.36
"3655","Atlantic salmon and Danube salmon","Switzerland",1597.19,28,54,19,9,9,9,2,19,39,52,25,77,48,46,104,41,37,39,49,36,27,8,4,0,0,0,0,1,46,0,4,0,0,0,10,1,16,42,276,223,50,3,2,142.19
"3656","Catfish","Switzerland",185.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,155,0,1.25,0,0,7.5625
"3657","Cephalopod","Switzerland",181.01,0,0,0,0,0,0,0,0,0,0,0,0,6,26,1,15,23,39,17,12,18,0,2,0,0,0,11,0,0,1,0,0,1,0,2,1,0,1,3,0,2,0,0,0.01
"3658","Cod","Switzerland",358.14,0,0,0,0,0,0,0,0,0,0,0,0,16.92,31.02,31.02,25.38,39.48,42.3,22.56,28.2,45.12,0,19.74,0,2.82,0,0,8.46,25.38,0,0,0,2.82,0,0,0,0,14.1,0,2.82,0,0,0,0
"3659","Crustacean","Switzerland",1988.68,47.27,54.27,65.54,56.27,52.27,24,45.27,31.81,74,69.81,63.51,127.54,32.08,41.62,24.16,27.89,33.08,33.89,63.51,52.59,30.16,60.59,63.29,76.4,50.94,8.81,16.62,7,5.54,8.54,7.81,20.16,70.08,110.75,41.51,61.32,6,72,12,20,14,54,76,74.78
"3660","Fish","Switzerland",6970.4033,64.98,93.39,40.83,84.64,100.6,67.88,116.32,107.08,319.58,200.06,194.95,274.2,182.95,691.84,432.69,372.9,294.49,342.22,277.45,341.66,110.44,68.01,33.46,57.12,27.37,71.66,19.39,52.4,27.98,60.67,67.27,75.57,92.62,101.08,132.68,135.19,196.82,220.02,197.13,127.11,118.29,212.32,87.62,77.4733
"3661","Freshwater fish","Switzerland",4522.5625,436,337.25,105.25,230.5,173.25,143.5,126.75,117.5,176.5,259,232.5,92.5,378.75,171.5,261,220.5,97,73.5,51.25,54.75,16.25,8.75,6,27.25,3.75,7.5,41.25,41.25,27,31.25,67.5,27.5,36.25,27.5,16.25,53.75,38.75,110,22.75,50,19.75,32.5,25,46.0625
"3662","Marine fish","Switzerland",229.1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,16.25,67.5,20,20,10,1.25,6.25,12.5,0,16.25,20,10.4125
"3663","Pacific salmons","Switzerland",250,0,0,0,0,0,0,0,0,0,0,0,0,9,17,32,51,33,7,3,2,1,13,0,0,0,0,0,0,6,0,0,42,0,0,0,1,1,32,0,0,0,0,0,0
"3664","Salmon","Switzerland",4569.475,2.5,2.5,2.5,2.5,5,5,7.5,20,72.5,315,77.5,55,137.5,222.5,147.5,150,75,115,80,80,45,37.5,42.5,52.5,47.5,62.5,110,87.5,110,197.5,182.5,172.5,137.5,150,120,172.5,260,227.5,237.5,150,107.5,112.5,90,81.975
