"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"605","Demersal fish","China",55896.0372,0,0,0,0,0,0,0,0,0,0,0,0,0,770.48,222.98,222.38,102.22,114.56,252.82,561,1073.04,351.14,337.52,122.36,341.72,66.82,302.62,111.4,172.76,225.38,18363.88,11712.36,3570.38,4229.6,4470.46,2082.74,899.08,4034.8,126.1,217.98,498.44,144.4,141,53.6172
"606","Dogfish and other sharks","China",332220.275,1264,1817,1686,1401,1033,878,983,672,593,836,815,844,765,2087,2565,2450,2542,2167,2271,3868,3145,2718,2238,3225,4571,4424,3658,4862,7432,9352,13874,17349,19781,24599,25712,26308,20701,24290,12056,9041,12339,16263.5,14838.25,17906.525
"607","Eels","China",4252752.1824,0,0,0,0,0,36193.78,37048.5,37286.94,40306.98,54297.26,48428.72,52284.18,69721.94,75875.02,90603.57,93466.8,91935.26,79348.94,54564.87,35537.3,34660.02,154363.58,165915.98,175844.58,233693.5,241928.43,220886.29,179981.77,210307.34,148381.26,154455.78,162099.66,106051.5,106733.94,123241.94,109904.38,94486.54,86738.18,90182.52,106288.08,104973.1,106554.56,118394.02,119785.1724
"608","Euthynnus other than skipjack","China",29810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1010,329,1044,2986,4828,3434,3335,2759,1852,1712,3457,1708,1332,0,0,0
"609","Fish","China",42368855.241,139781.42,160646.06,193368.47,215331.19,253233.98,168872.24,168349.25,177343.69,199062.28,209218.5,244847.8,219885.38,216754.31,199726.1,211549.07,265846.43,272294.44,325154.12,430159.18,527725.02,661481.15,712131.02,680051.56,958308.39,1091142.06,1438155.3,1368331.56,1425168.86,1652632.45,1960133.18,2276187.8,2336930.31,2288979.7,2111490.86,2266008.01,2496747.48,1327117.61,1323687.03,1460999.41,1462610.67,1553697.19,1578129.62,1610645.94,1528939.151
"610","Flatfish","China",882631.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,1528,983,706,637,367,216,216,204,261,357,445,121,3709,982,1628,3592,2196,73,428,910,90438.75,103532.75,120871.75,117906.5,111681.75,110189.75,109502.5,98918.395
"611","Freshwater fish","China",161393.4274,29,145,176,28,95,52,42,150,181,3,31,71,365,1494.75,1315,1084,238,453,909,647,1199,2425,1814,931,497,250,665,1067,1003,591,526,16047.04,50602.72,22808.48,7083.46,3554.32,2224.68,4063.84,3049.12,2246.52,1255.74,6152.7,10698.08,13129.9774
"612","Greenland halibut","China",44780.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,504,1199,1193,696,1849,3279,4031,5604,5087,4036,3462,4871,4258,4670.71
"613","Grouper","China",674.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,88,63,61,149,116,113,60.63
"614","Haddock","China",276275.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,96,2,7,0,75,13,0,0,0,0,11,0,0,0,13,2,0,41800,38130.25,31115.5,25382.75,34605,37319.5,35156.25,32515.65
"615","Hairtails","China",385915.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13696,25194,31516,24897,26537,23698,23319,24689,14059,20098,19379,16517,13796,10289,13282,9982,12265,13461,19098,30143.87
"616","Hake","China",142035.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,12,24,2,0,0,0,14,215,42,6,133,30,385,609,24,8200,10055.5,15125.5,18820.5,18470.5,24364.25,24645.25,20828.47
"617","Halibut","China",18600.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,3,0,0,5,7,130,122,200,316,83,154,132,345,281,295,151,370,948,2082,4141,4647,4160.61
"618","Herring","China",750766.3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.7,291.7,552.28,208.26,143,351.58,165.62,1310.92,566.6,975.64,1522.98,2023.34,3352,7553.78,8167.74,8400.8,6701.72,6539.98,10153.92,77040.12,93604.15,103020.2,79043,61120.62,38939.21,82788.97,87584.24,68391.2564
"619","Herring and anchovy and sardine","China",23720.2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6034.8,10408.62,7276.8408
"620","Indian mackerels and seerfishes and jacks","China",267.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,151,77.59
"621","Jack and horse mackerel","China",60418.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1275,5597,7034,15404,15638,6880,7490.62
"622","Kawakawa","China",5073.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636,1257,1180.74
"623","Mackerel","China",5150774.8409,52,61,0,0,30,500,1603,140,80,499,609,556,2173,5519.9,3349.84,8566.33,12374.84,16670.76,32969.48,36795.95,24571.1,21133.32,28787.02,33896.92,35973.58,45328.82,72138.67,86091.82,94552.11,92185.74,97840.77,116006.4,116206.21,165869.78,205309.97,329159.36,351192.87,330198.38,353006.15,391490,462805.07,545722.23,496242.19,532516.2609
"624","Marine fish","China",2651734.7125,22868.9,28254,28454,40400.66,57406.84,43214,46813,54556,55970,63633,63715,68957,76295,94427.2,93148,86431.22,105904.66,108153.28,116921.9,126702.62,98104.17,90638.67,101861.42,68294.41,67661.89,68170.24,70438.27,66263.28,53080.38,43339.63,40939.18,43379.05,39464.35,41454.4,45647.51,46608.36,41443.21,47455.25,35370.5,32025.83,35125.14,32675.32,29720.82,30347.1525
"625","Marlins","China",272333,1497,1815,1675,2047,3254,2919,1573,2354,2054,2466,3717,3468,2827,1832,2103,1575,1664,4045,4333,4472,4367,5151,8636,9869,9308,7159,7401,12955,12890,19050,17778,15228,11766,11301,12109,11868,12700,11519,5231,4603,4666,3755,1333,0
"626","Milkfish","China",229213.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6510,9540,9564,9608,7477,12285,8256,9997,8152,8814,8622,10314,9166,9491,8805,9907,10869,11023,11667,9683,10499,8844,10732,9388.52
"627","Narrow-barred Spanish mackerel","China",338,82,97,52,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"628","Nile perch","China",4190.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,321.25,435,860,538.75,615,692.5,447.6875
"629","Nile perch and snakeheads Channa spp","China",2683.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,29,173,76,62,88,135,33.41
"630","Pacific salmons","China",59862.42,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,269,156,0,0,24,123,45,91,0,99,560,257,192,420,4504,5907,6672,4095,4226,3049,3173,4178,4538,3496,2915,3462,3514,3880.42
"631","Pacific sauries","China",4449.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,2.66,23.94,79.8,2.66,47.88,5.32,10.64,5.32,10.64,2.66,18.62,21.28,2088.1,148.96,34.58,21.28,119.7,47.88,34.58,308.56,481.46,175.56,111.72,103.74,111.72,148.96,95.76,180.348
"632","Pelagic fish","China",386656.635,0,0,0,0,0,0,0,0,0,0,0,0,0,4552.25,7227,5290.75,3225,3996,4128,7217,39501,42879,24650,24480.5,13003,8318,6301,6853,7795.5,3814.75,6459.5,8854.5,12282.75,12424,20705.25,16360.75,20074.75,16456.75,10150,10004.25,9287.25,9631,9481,11253.135
"633","Pike-conger","China",2467,29,12,32,57,56,175,20,5,121,396,327,399,0,1,638,0,0,14,54,55,21,13,18,13,2,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"634","Plaice","China",163094.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124,2847,3370,3130,1752,2068,1673,2481,2701,4717,6270,6800,10265,12992,11449,11774,11378,11399,14382,17164,11498,4349,2579,1735,910,722,306,259.15
"635","Pomfret and ocean breams","China",324023.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,1055,625,326,5520,8039,8203,9737,7766,9027,8978,7499,8162,12538,21888,21520,27304,37144,32351,25438,19114,17261,19722,14191.26
"636","Rays and skates Rajidae","China",5052.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,617,584,1157,767,350,470,612.28
"637","Red mullet","China",6622.73,0,0,0,140,0,1,443,595,977,589,132,19,0,1,0,36,34,71,72,83,57,31,28,3,5,42,62,121,96,178,124,497,552,402,145,112,143,171,124,131,112,100,102,91.73
"638","Saithe","China",98789.71,166.38,0,180.48,81.78,115.62,70.5,8.46,5.64,28.2,33.84,59.22,39.48,51.12,0,0,0,4254,1471,490,272,0,124,1,45,26,115,185.64,97,48,0,0,0,0,0,0,0,12325,12593.75,13207.5,9703.75,9237.5,9760,11608.75,12384.1
"639","Salmon","China",1060375.6215,0,0,0,0,0,0,0,0,0,0,0,0,25,15,47.88,39.26,156.62,157,27.66,1150.82,2218.28,4412.96,4589.18,3594.9,4435.7,3771.22,1404.86,1077.22,783.04,3435.66,3317.84,3641.49,5397.95,7180.18,15289.32,12676.92,108365.41,118181.57,148636.6,113335.36,120805.09,128556.81,123409.76,120239.0615
"640","Salmonids","China",6134.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,61,195,146,123,102,35,90,142,27,127,349,135,51,27,80,48,100,209,88,1025,736.5,83.75,57.25,224,433,135,481.04
"641","Saltwater fish","China",155754.7,0,0,0,0,0,0,0,0,0,0,0,0,498,132,0,308,33,104,26,67,229,248,45,35,329,273,125,234,329,203,402,419,2220,4343,8084,9539,15771,17819,18094,17116,13782,14242,16344,14361.7
"642","Sardine and sardinella and sprat","China",1647099.8308,63,0,16,39.9,95.76,42.24,115,3.66,19.32,0,0,0,0,0,0,0,345.62,361.16,1075.68,2192.76,157.14,898.84,3740.34,5198.12,5282.34,6908.26,11172.32,12585.02,17307.04,34938.78,28691.02,29263.18,25526.12,32311.14,72752.32,160109.46,168540.16,175054.68,158620.58,120837.22,136757.28,143007.12,124947.8,168123.4508
"643","Saury","China",1600890.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,391,1081,1236,5365,1714,745,3010,1139,6985,6315,10056,8505,13043,43896,22993,59455,38142,47661,53873,107455,64552,78534,117427,112229,151152,145955,139390,115882,122631,118933.87
"644","Seabass","China",45098.02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,7,37,17,13,116,247,31,147,411,236,315,847,864,1387,1206,1078,1794,1349,2661,3752,4812,3174,4306,3463,5064,3661,4080.02
"645","Seabream","China",1511.48,301,568,45,20,20,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,50,4,26.48
"646","Shark","China",49270.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,25,0,0,0,2,0,4,3011.25,4154.75,3683.75,4931.25,5760,5140,4345,3012.5,2913.75,2836.25,2370,2587.5,2112.5,863.75,351.25,771.25,197.25,142,31.52
"647","Shortspine African angler","China",262,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","Skipjack tuna","China",5515273.4954,187,184,363,144,233,1942.16,3543.4,2532.3,1087.94,4808.7,11686.28,18546.18,27679.52,40085.24,73887.6,57953.46,77157.6,110998.82,135571.52,152193.66,168335.98,114385,193163,160531,193574,183022,230873,169721.66,182095.66,166769,197677.64,232442.64,176441.32,186864,190129,218492.6,193062,223658,236034,247456.36,224985.78,204237.92,229527.6,271008.9554
"649","Smelt","China",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,0,1,10,3,0,16,17,10,11,29,120,102,13,8,53,7,29,7,3,9,2,0,0,0,0,0,0
"650","Snapper","China",1421,17,180,312,297,81,63,36,44,104,33,95,89,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"651","Sockeye salmon","China",12184.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,476,1060,4414,2977,626,0,50,532,163,132,759,512,285,42.33
"652","Southern bluefin tuna","China",43340.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,2663,2338,1688,2246,2781,3056,3150,2487,2151,2324,2138,1622,1419,1375,1256,1731,1235,865,1120,643,865,648,881,812,956.79
"653","Swordfish","China",385159.15,1160,1599,1478,2617,1518,1332,1235,1306,1418,1251,1790,1424,1166,1320,1545,1165,1878,4342,7003,18227,8951,16998,18490,16495,17183,16511.5,18399.25,19202,15661.5,11818.25,11333.5,10053.5,7990.25,12692.75,12377,15613,16207.75,15741.5,10119,11299.25,11637.25,11320.25,12269.75,12020.9
"654","Tiger pufferfish","China",13715.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,238,637,1514,1466,509,0,33,0,164,79,60,18,93,2463,2142,1299,860,708,114,147,466,424,66,40,48,49,37.63
"655","Tilapia","China",9243878.8743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16494.25,29840.25,35650.5,40899.5,31653,48060.25,79902.64,112163.5,150097.96,187544.79,360932.61,577690.21,602143.67,473101.03,507673.82,505382.14,551791.04,628974.08,625121.23,627675.22,640947.62,696164.8,822311.63,891663.1343
"656","Tilapia and catfish and carp","China",62219.5222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,358.14,0,0,0,0,0,0,5534.95,6544.77,8186.89,8753.75,8861.66,8341.25,8295.88,7314.0322
"657","Toothfish Dissostichus spp","China",4648.5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,7.5,5,60.5,193.75,319.5,594.75,648.75,907.5,675,316,27.5,387,141,172.75,162.0575
"658","Trout","China",16270.9125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547.5,2545,2215,1988.75,2601.25,2016.25,1186.25,1170.9125
"659","Trout and char","China",16679.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,16,2,4,18,0,0,23,0,57,69,106,485,986,116,13,815,1944,1387.5,1634.5,2076,2225.5,2055,2589.51
"660","Tuna","China",3564353.1551,7,111,203,10,31,45941.98,38523.74,50650.94,47542.88,52544.74,62645.06,95760.7,174055.78,69136.84,48819.74,64104.04,43393.98,38985.3,33926.01,16641.68,9347.73,12625.87,17819.19,12801.35,9313.18,14466.52,21197.7,19767,13711.47,25325.82,44696.67,62359.5,100095.81,78248.87,105223.32,143227.99,156946.05,199740.69,236291.96,236492.75,251747.02,258714.39,302531.04,348625.8551
"661","Tuna and bonito","China",2843,0,0,0,0,0,0,0,0,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"662","Tuna and bonito and billfish","China",37099.1328,439,186,172,111,151,150,198,154,200,179,242,195,167,388.96,513.72,2046.04,470.24,1279.24,1089.92,1340.12,1135.23,1074.52,1728.22,1554.67,1689.25,806.11,818.25,2766.32,634.25,2478.75,1430.5,2810.75,2036,1372.75,977.5,874.75,574.75,778.89,86.57,449.25,552.82,335.96,250.64,210.1928
"663","Turbot","China",936.5375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2.5,1.25,1.25,0,16.25,13.75,91.25,2.5,28.75,28.75,85,346.75,28,125.5,64,87.75,12.0375
"664","Yellowfin tuna","China",2535701.8,5717,7665,6880,7664,8691,5310,3811,6968,7411,8566,14454,22862,22855,20805,26993,25383,78416,149010,83320,65637,68026,91028,112656,83402,85443,98712,85651,82803,85241,109506,66941,57983,61067,48751,71258,64500,72645,69848,72898,85795,1e+05,114124,79925,89080.8
"665","Albacore","Colombia",44373.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4589,9422,13941,4235,2189,566,480,257,419,20,872,109,186,1014,121,0,1,15,22,0,0,0,0,0,1516,4399.7
"666","Bigeye tuna","Colombia",23111.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,793,1407,2225,3529,2886,2780,1309,1363,1390,995,400,661,1207,784,900,61,379.64
"667","Cephalopod","Colombia",220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668","Cod","Colombia",2527.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,803.7,1721.046
"669","Cod and hake and haddock","Colombia",624.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,2,0,0,0,0,2.41
"670","Crustacean","Colombia",371872.3955,3356,3134,2567,1998,2584,1959,2147,2039,2382,4100,4760,4736,5333,7353.61,10472,14420,9871,9992,12844,11772.81,10134.81,10519,9065.27,10398,10479.51,12559.46,13133.81,14018.62,13870.31,17635.87,18074.59,16995.45,18244.57,17725.44,13240.75,8534.15,10233.92,3959.44,2665.36,2814.26,3850.81,4793.25,5749.53,5355.7955
"671","Dogfish and other sharks","Colombia",881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,134,457,121,75,25,40,0,0,18,0,0,0,0,0,0,0,0
"672","Fish","Colombia",19620.026,0,0,0,0,0,1.25,0,0,0,17.5,13.75,3.75,7.5,7.5,87.5,570.53,593.67,709.63,1586.81,3066.81,454,127.5,75.25,169.75,558.25,895.38,435.84,631.58,819.26,945.07,992.12,1685.29,2352.16,139.8,221.25,418.74,183.56,127.25,663.46,110.07,173.75,178.98,7,588.516
"673","Flatfish","Colombia",4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,480,35,2451,0,1,0,31,23,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"674","Marine fish","Colombia",125080.35,0,0,45.92,232.88,197,1785,1911.38,1451.02,569.92,1068.7,53.12,324.58,676.4,967.82,9165.78,38019,44729.5,11238.5,12520.6,0,0,0,0,97.5,0,0,2.82,0,0,22.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35
"675","Pacific salmons","Colombia",1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,0,0,2,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,17,155
"676","Salmonids","Colombia",3100.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,1433,23,44,178,300,178,57,42,30,25,27,12,1,1,1,0,2,15,19,74,52,58,37,180.48
"677","Sardine and sardinella and sprat","Colombia",1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,0,0,0,462.84,2.66,0,0,151.62,0,0,50.54,0,79.8,0,0,0,0,183.54,0,0,0,0,0,2.66,98.42,0,2.66,0,23.94
"678","Shark and ray and skate","Colombia",174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"679","Skipjack tuna","Colombia",309308.0482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2665,10734,18653,16743,10140,22033,10969,5840,4214.42,2355.68,7452.64,9120.26,14722.96,14136.4,21921.72,17235.22,13393,21320,14949,15939,15381.76,10817,11211,10500,1494.64,5366.3482
"680","Swordfish","Colombia",651.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,67.5,96.25,132.5,240,0,0,0,0,0,0,0,0
"681","Tilapia","Colombia",60501.6325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2356.25,3609.25,3309.75,3151.25,4422,5502,6593,6256.75,6898,9790.75,8612.6325
"682","Trout","Colombia",5134.7625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,596.25,672.5,511.25,426.25,413.75,538.75,1311.0125
"683","Trout and char","Colombia",12698.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,191,165,259,275,469,570,459,427,406,499,523,446,405,425,528,609,505,537,602,815,721,563,700,909,647.28
"684","Tuna","Colombia",871543.0652,0,0,0,0,0,0,0,0,650,810,1740,1970,13526,25528,28663.94,33443.02,41576.32,58485.62,80954.66,52889.14,31318.64,38180.14,36565.8,34170.36,38285.38,25494.78,28160.04,31447.26,23160.82,22995.2,15967.14,18803.58,20777.68,13891.6,11972.86,14392.48,18533.58,24475.08,29584.74,13074.34,10798.6,7840.22,9304.7,12111.3452
"685","Yellowfin tuna","Colombia",698606.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10381,31055,18985,25239,38266,34072,54252,49133,42228,35628,41614,35354,20985,26753,34447,34222,23070,22506,20305,16288,23310,23388,19645,5260,5688,6532.28
"686","Albacore","Costa Rica",264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687","Bigeye tuna","Costa Rica",1006.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,129,115,228,80,53,123,38,30,94,25,9,18,10,9,9,2.73
"688","Cephalopod","Costa Rica",681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,4,9,18,21,20,0,16,0,0,6,61,24,0,0,9,341,5,45,35,15,18,12,0
"689","Coastal fish","Costa Rica",77031.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595.75,1670.5,3757.5,5260.25,2492,0,8154.25,10281.5,7231.25,4113.75,1914.25,2973.25,2861.25,2330.75,3194.25,3440,2086,1468.75,1878.25,2254.5,2491,941.75,271.25,896.5,2124.5,1348.4
"690","Cod and hake and haddock","Costa Rica",504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,91,96,35,68,0,0,73,16,46,0,0,43,0,0
"691","Croaker","Costa Rica",229.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,4,0,0,1,1,1,4,1,3,32,31,17,28,38,16,8,12,5,6,8,3,3.82
"692","Crustacean","Costa Rica",108085.7002,1327,796,746,1117,1317,1800,1926,1479,2984,4531,4315.97,2824.76,2733.17,1974.35,1304,1804,2362,2056,3732,3846,7174,6354.53,5405.34,4173,2197.82,3221.17,3432.9,2315.87,2460.16,2338.74,1758.02,1129.88,777.86,619.43,516,709.43,1466.72,2296,2791,2895,2201,2572,2332,1972.5802
"693","Dogfish and other sharks","Costa Rica",53304.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,31,30,11,36,409,2956,6965,6526,5703,4036,5033,3542,2320,4292,1783,1575,1571,1863,1326,1464,850,290,185,67,391.55
"694","Eels","Costa Rica",111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,2,1,2,2,1,0,1,1,1,1,22,28,28,9,0,1,0,0,0,0,0
"695","Fish","Costa Rica",176672.2627,213.2,641,493,2110,831.92,1235,2299,2211,1697,2386.1,44.48,791.3,3653.6,2832.44,143.82,3461,8635.98,659.86,3524.41,3545.17,4829.18,6992.3,9077.3,11318.17,8490.74,10150.35,9804.11,11256.79,9742.04,8816.29,7815.76,7509.98,8475.81,8245.93,2253.82,1343.14,2129.42,1115.79,1303.42,1156.21,596.9,843.09,1313.7,682.7427
"696","Grouper and seabass","Costa Rica",868.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,6,14,46,0,5,35,25,160,16,10,7,347,21,5,17,74,17,0,0,2,0,0,0,37.75
"697","Mackerel","Costa Rica",1476.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,6,1,21,39,14,52,28,0,167,65,156,142,198,164,166,179,75.67
"698","Marine fish","Costa Rica",55901,0,0,0,0,0,0,0,0,0,0,4258,5257,4308,7962,16344,7954,5130,4464,2,44,30,1,0,0,0,0,0,65,0,52,26,0,0,4,0,0,0,0,0,0,0,0,0,0
"699","Marlins","Costa Rica",1305.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,57,47,72,45,0,37,61,91,333,154,81,16,18,13,75,72,36,20,4,4,0,1,0,1,1.29
"700","Pilchards Sardinops spp","Costa Rica",319386.2,2750.44,3652.18,2447.2,5681.76,2279.62,2622.76,949.62,1992.34,3229.24,2029.58,1649.2,4556.58,5285.42,9254.14,10413.9,13353.2,8073.1,19519.08,0,0,13323.94,12901,14523.6,10629.36,0,0,13068.58,0,11759.86,15175.3,13972.98,0,14635.32,12023.2,12831.84,14356.02,11735.92,11430.02,9557.38,10685.22,9826.04,7211.26,0,0
"701","Salmon","Costa Rica",3400.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.75,10,47.5,164.92,899.08,579.88,180.88,224.69,728.84,122.36,146.3,106.4,34.58,26.6,21.28,33.649
"702","Salmonids","Costa Rica",602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,224,98,155,91,0,0,0,0,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"703","Sardine and sardinella and sprat","Costa Rica",89950.5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8903.02,13193.6,247.38,678.3,148.96,15,12793.74,13467.6,124.7,10556.58,5.32,12,25,14830.92,36,0,165.98,116.92,253.88,195.18,164.56,170.66,167.98,217.98,6780.88,6678.3614
"704","Seabass","Costa Rica",172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,28,14,8,20,26,0,0,16,37,3,0,0,0,0,0,0
